初めまして(はじめまして): Rất hân hạnh được gặp anh/chị,sơ(hajimemashite): Rất hân hạnh được gặp anh/chị,初めまして,はじめまして,hajimemashite,Rất hân hạnh được gặp anh/chị,sơ,1
どうぞよろしく(お願いします)(どうぞよろしく(おねがいします)): Rất mong được sự giúp đỡ của anh/chị,nguyện(douzoyoroshiku(onegaishimasu)): Rất mong được sự giúp đỡ của anh/chị,どうぞよろしく(お願いします),どうぞよろしく(おねがいします),douzoyoroshiku(onegaishimasu),Rất mong được sự giúp đỡ của anh/chị,nguyện,1
こちらは～です。: Đây là anh/chị/ông/bà ~.,kochirawa～desu: Đây là anh/chị/ông/bà ~.,"",こちらは～です。,kochirawa～desu,Đây là anh/chị/ông/bà ~.,"",1
～から来ました(～からきました。): (tôi) đến từ ~,lai(～karakimashita): (tôi) đến từ ~,～から来ました,～からきました。,～karakimashita,(tôi) đến từ ~,lai,1
アメリカ: Mỹ,amerika: Mỹ,"",アメリカ,amerika,Mỹ,"",1
イギリス: Anh,igirisu: Anh,"",イギリス,igirisu,Anh,"",1
インド: Ấn Độ,indo: Ấn Độ,"",インド,indo,Ấn Độ,"",1
インドネシア: Indonesia,indoneshia: Indonesia,"",インドネシア,indoneshia,Indonesia,"",1
韓国(かんこく): Hàn Quốc,quốc(kankoku): Hàn Quốc,韓国,かんこく,kankoku,Hàn Quốc,quốc,1
タイ: Thái Lan,tai: Thái Lan,"",タイ,tai,Thái Lan,"",1
中国(ちゅうごく): Trung Quốc,trung quốc(chyugoku): Trung Quốc,中国,ちゅうごく,chyugoku,Trung Quốc,trung quốc,1
ドイツ: Đức,doitsu: Đức,"",ドイツ,doitsu,Đức,"",1
日本(にほん): Nhật Bản,nhật bản(nihon): Nhật Bản,日本,にほん,nihon,Nhật Bản,nhật bản,1
フランス: Pháp,furansu: Pháp,"",フランス,furansu,Pháp,"",1
ブラジル: Braxin,burajiru: Braxin,"",ブラジル,burajiru,Braxin,"",1
桜大学(さくらだいがく): trường Đại học Sakura,anh đại học(sakuradaigaku): trường Đại học Sakura,桜大学,さくらだいがく,sakuradaigaku,trường Đại học Sakura,anh đại học,1
富士大学(ふじだいがく): tên trường Đại học Fuji,phú sĩ đại học(fujidaigaku): tên trường Đại học Fuji,富士大学,ふじだいがく,fujidaigaku,tên trường Đại học Fuji,phú sĩ đại học,1
パワーでんき: Công ty điện Power,pawaadenki: Công ty điện Power,"",パワーでんき,pawaadenki,Công ty điện Power,"",1
ブラジルエアー: Hãng hàng không Brazin,burajirueaa: Hãng hàng không Brazin,"",ブラジルエアー,burajirueaa,Hãng hàng không Brazin,"",1
聞きます(ききます (I) ): nghe,văn(kikimasu ): nghe,聞きます,ききます (I) ,kikimasu ,nghe,văn,6
神戸病院(こうべびょういん): Bệnh viện Kobe,thần hộ bệnh viện(koubebyouin): Bệnh viện Kobe,神戸病院,こうべびょういん,koubebyouin,Bệnh viện Kobe,thần hộ bệnh viện,1
エジプト: Egypt,ejiputo: Egypt,"",エジプト,ejiputo,Egypt,"",1
オーストラリア: Australia,ousutoraria: Australia,"",オーストラリア,ousutoraria,Australia,"",1
カナダ: Canada,kanada: Canada,"",カナダ,kanada,Canada,"",1
サウジアラビア: Ả Rập Saudi,saujiarabia: Ả Rập Saudi,"",サウジアラビア,saujiarabia,Ả Rập Saudi,"",1
シンガポール: Singapore,shingapouru: Singapore,"",シンガポール,shingapouru,Singapore,"",1
スペイン: Spain,supein: Spain,"",スペイン,supein,Spain,"",1
フィリピン: Philippines,firipin: Philippines,"",フィリピン,firipin,Philippines,"",1
ベトナム: Việt Nam,betonamu: Việt Nam,"",ベトナム,betonamu,Việt Nam,"",1
マレーシア: Malaysia,mareishia: Malaysia,"",マレーシア,mareishia,Malaysia,"",1
メキシコ: Mexico,mekishiko: Mexico,"",メキシコ,mekishiko,Mexico,"",1
ロシア: Russia,roshia: Russia,"",ロシア,roshia,Russia,"",1
"これ: cái này, đây (vật ở gần người nói)","kore: cái này, đây (vật ở gần người nói)","",これ,kore,"cái này, đây (vật ở gần người nói)","",2
"それ: cái đó, đó (vật ở gần người nghe)","sore: cái đó, đó (vật ở gần người nghe)","",それ,sore,"cái đó, đó (vật ở gần người nghe)","",2
"あれ: cái kia, kia (vật ở xa cả người nói và người nghe)","are: cái kia, kia (vật ở xa cả người nói và người nghe)","",あれ,are,"cái kia, kia (vật ở xa cả người nói và người nghe)","",2
この～: ~ này,kono～: ~ này,"",この～,kono～,~ này,"",2
その～: ~ đó,sono～: ~ đó,"",その～,sono～,~ đó,"",2
あの～: ~ kia,ano～: ~ kia,"",あの～,ano～,~ kia,"",2
本(ほん): sách,bản(hon): sách,本,ほん,hon,sách,bản,2
辞書(じしょ): từ điển,từ thư(jisho): từ điển,辞書,じしょ,jisho,từ điển,từ thư,2
雑誌(ざっし): tạp chí,tạp chí(zasshi): tạp chí,雑誌,ざっし,zasshi,tạp chí,tạp chí,2
新聞(しんぶん): báo,tân văn(shinbun): báo,新聞,しんぶん,shinbun,báo,tân văn,2
ノート: vở,nouto: vở,"",ノート,nouto,vở,"",2
手帳(てちょう): sổ tay,thủ trướng(techou): sổ tay,手帳,てちょう,techou,sổ tay,thủ trướng,2
名詞(めいし): danh thiếp,danh từ(meishi): danh thiếp,名詞,めいし,meishi,danh thiếp,danh từ,2
"カード: thẻ, cạc","kaado: thẻ, cạc","",カード,kaado,"thẻ, cạc","",2
テレホンカード: thẻ điện thoại,terehonkaado: thẻ điện thoại,"",テレホンカード,terehonkaado,thẻ điện thoại,"",2
鉛筆(えんぴつ): bút chì,duyên bút(enpitsu): bút chì,鉛筆,えんぴつ,enpitsu,bút chì,duyên bút,2
ボールペン: bút bi,bourupen: bút bi,"",ボールペン,bourupen,bút bi,"",2
"シャープペンシル: bút chì kim, bút chì bấm","shaapupenshiru: bút chì kim, bút chì bấm","",シャープペンシル,shaapupenshiru,"bút chì kim, bút chì bấm","",2
鍵(かぎ): chìa khóa,(kagi): chìa khóa,鍵,かぎ,kagi,chìa khóa,"",2
時計(とけい): đồng hồ,thời kế(tokei): đồng hồ,時計,とけい,tokei,đồng hồ,thời kế,2
"傘(かさ): ô, dù","tản(kasa): ô, dù",傘,かさ,kasa,"ô, dù",tản,2
"かばん: cặp sách, túi sách","kaban: cặp sách, túi sách","",かばん,kaban,"cặp sách, túi sách","",2
「カセット」テープ: băng [cát-xét],kasettoteipu: băng [cát-xét],"",「カセット」テープ,kasettoteipu,băng [cát-xét],"",2
テープルコーダー: máy ghi âm,teipurukoudaa: máy ghi âm,"",テープルコーダー,teipurukoudaa,máy ghi âm,"",2
テレビ: tivi,terebi: tivi,"",テレビ,terebi,tivi,"",2
ラジオ: Radio,rajio: Radio,"",ラジオ,rajio,Radio,"",2
カメラ: máy ảnh,kamera: máy ảnh,"",カメラ,kamera,máy ảnh,"",2
コンビューター: máy vi tính,konbyuutaa: máy vi tính,"",コンビューター,konbyuutaa,máy vi tính,"",2
"自動車(じどうしゃ): ô tô, xe hơi","tự động xa(jidousha): ô tô, xe hơi",自動車,じどうしゃ,jidousha,"ô tô, xe hơi",tự động xa,2
机(つくえ): cái bàn,cơ(tsukue): cái bàn,机,つくえ,tsukue,cái bàn,cơ,2
いす: ghế,isu: ghế,"",いす,isu,ghế,"",2
チョコレート: Chocolate,chokoreito: Chocolate,"",チョコレート,chokoreito,Chocolate,"",2
コーヒー: Cà phê,kouhii: Cà phê,"",コーヒー,kouhii,Cà phê,"",2
英語(えいご): Tiếng Anh,anh ngữ(eigo): Tiếng Anh,英語,えいご,eigo,Tiếng Anh,anh ngữ,2
日本語(にほんご): Tiếng Nhật,nhật bản ngữ(nihongo): Tiếng Nhật,日本語,にほんご,nihongo,Tiếng Nhật,nhật bản ngữ,2
～語(～ご): Tiếng~,ngữ(～go): Tiếng~,～語,～ご,～go,Tiếng~,ngữ,2
何(なん): Cái gì,hà(nan): Cái gì,何,なん,nan,Cái gì,hà,2
そう: Đúng vậy,sou: Đúng vậy,"",そう,sou,Đúng vậy,"",2
違います(ちがいます): Nhầm rồi,vi(chigaimasu): Nhầm rồi,違います,ちがいます,chigaimasu,Nhầm rồi,vi,2
そうですか: Thế à?,soudesuka: Thế à?,"",そうですか,soudesuka,Thế à?,"",2
ほんの気持ちです(ほんのきもちです): Đây là chút quà nhỏ của tôi,khí trì(honnokimochidesu): Đây là chút quà nhỏ của tôi,ほんの気持ちです,ほんのきもちです,honnokimochidesu,Đây là chút quà nhỏ của tôi,khí trì,2
どうぞ: Xin mời,douzo: Xin mời,"",どうぞ,douzo,Xin mời,"",2
どうも: Cảm ơn,doumo: Cảm ơn,"",どうも,doumo,Cảm ơn,"",2
「どうも」ありがとう「ございます」: Cảm ơn nhiều,doumoarigatougozaimasu: Cảm ơn nhiều,"",「どうも」ありがとう「ございます」,doumoarigatougozaimasu,Cảm ơn nhiều,"",2
これからお世話になります(これからおせわになります): Từ này mong được anh/chị giúp đỡ,thế thoại(korekaraosewaninarimasu): Từ này mong được anh/chị giúp đỡ,これからお世話になります,これからおせわになります,korekaraosewaninarimasu,Từ này mong được anh/chị giúp đỡ,thế thoại,2
こちらこそよおろしく: Chính tôi mới mong được anh/chị giúp đỡ,kochirakosoyooroshiku: Chính tôi mới mong được anh/chị giúp đỡ,"",こちらこそよおろしく,kochirakosoyooroshiku,Chính tôi mới mong được anh/chị giúp đỡ,"",2
"ここ: Chỗ này, đây","koko: Chỗ này, đây","",ここ,koko,"Chỗ này, đây","",3
"そこ: chỗ đó, đó","soko: chỗ đó, đó","",そこ,soko,"chỗ đó, đó","",3
"あそこ: chỗ kia, kia","asoko: chỗ kia, kia","",あそこ,asoko,"chỗ kia, kia","",3
"どこ: chỗ nào, đâu","doko: chỗ nào, đâu","",どこ,doko,"chỗ nào, đâu","",3
"こちら: phía này, đằng này, chỗ này, đây (cách nói lịch sự của 「ここ」)","kochira: phía này, đằng này, chỗ này, đây (cách nói lịch sự của 「ここ」)","",こちら,kochira,"phía này, đằng này, chỗ này, đây (cách nói lịch sự của 「ここ」)","",3
"そちら: phía đó, đằng đó, chỗ đó, đó (cách nói lịch sự của 「そこ」)","sochira: phía đó, đằng đó, chỗ đó, đó (cách nói lịch sự của 「そこ」)","",そちら,sochira,"phía đó, đằng đó, chỗ đó, đó (cách nói lịch sự của 「そこ」)","",3
"あちら: Phía kia, đằng kia, chỗ kia, kia (cách nói lịch sự của 「あそこ」)","achira: Phía kia, đằng kia, chỗ kia, kia (cách nói lịch sự của 「あそこ」)","",あちら,achira,"Phía kia, đằng kia, chỗ kia, kia (cách nói lịch sự của 「あそこ」)","",3
"どちら: Phía nào, đằng nào, chỗ nào, đâu (cách nói lịch sự của 「どこ」)","dochira: Phía nào, đằng nào, chỗ nào, đâu (cách nói lịch sự của 「どこ」)","",どちら,dochira,"Phía nào, đằng nào, chỗ nào, đâu (cách nói lịch sự của 「どこ」)","",3
"教室(きょうしつ): lớp học, phòng học","giáo thất(kyoushitsu): lớp học, phòng học",教室,きょうしつ,kyoushitsu,"lớp học, phòng học",giáo thất,3
食堂(しょくどう): nhà ăn,thực đường(shokudou): nhà ăn,食堂,しょくどう,shokudou,nhà ăn,thực đường,3
事務所(じむしょ): văn phòng,sự vụ sở(jimushou): văn phòng,事務所,じむしょ,jimushou,văn phòng,sự vụ sở,3
会議室(かいぎしつ): phòng họp,hội nghị thất(kaigishitsu): phòng họp,会議室,かいぎしつ,kaigishitsu,phòng họp,hội nghị thất,3
"受付(うけつけ): bộ phận tiếp tân, phòng thường 
trực","thụ phụ(uketsuke): bộ phận tiếp tân, phòng thường 
trực",受付,うけつけ,uketsuke,"bộ phận tiếp tân, phòng thường 
trực",thụ phụ,3
"トイレ: nhà vệ sinh, phòng vệ sinh, toa-lét","toire: nhà vệ sinh, phòng vệ sinh, toa-lét","",トイレ,toire,"nhà vệ sinh, phòng vệ sinh, toa-lét","",3
部屋(へや): căn phòng,bộ ốc(heya): căn phòng,部屋,へや,heya,căn phòng,bộ ốc,3
エルペーター: thang máy,erupeitaa: thang máy,"",エルペーター,erupeitaa,thang máy,"",3
エスカレーター: thang cuốn,esukareitaa: thang cuốn,"",エスカレーター,esukareitaa,thang cuốn,"",3
「お」国(「お」くに): đất nước (của anh/chị),quốc(okuni): đất nước (của anh/chị),「お」国,「お」くに,okuni,đất nước (của anh/chị),quốc,3
会社(かいしゃ): công ty,hội xã(kaisha): công ty,会社,かいしゃ,kaisha,công ty,hội xã,3
うち: nhà,uchi: nhà,"",うち,uchi,nhà,"",3
"電話(でんわ): máy điện thoại, điện thoại","điện thoại(denwa): máy điện thoại, điện thoại",電話,でんわ,denwa,"máy điện thoại, điện thoại",điện thoại,3
靴(くつ): giầy,ngoa(kutsu): giầy,靴,くつ,kutsu,giầy,ngoa,3
ネクタイ: cà vạt,nekutai: cà vạt,"",ネクタイ,nekutai,cà vạt,"",3
ワイン: rượu vang,wain: rượu vang,"",ワイン,wain,rượu vang,"",3
たばこ: thuốc lá,tabako: thuốc lá,"",たばこ,tabako,thuốc lá,"",3
売り場(うりば): quầy bán,mại trường(uriba): quầy bán,売り場,うりば,uriba,quầy bán,mại trường,3
"地下(ちか): tầng hầm, dưới mặt đất","địa hạ(chika): tầng hầm, dưới mặt đất",地下,ちか,chika,"tầng hầm, dưới mặt đất",địa hạ,3
～階(～かい(がい)): tầng thứ -,giai(～kai(gai)): tầng thứ -,～階,～かい(がい),～kai(gai),tầng thứ -,giai,3
何階(なんがい): tầng mấy,hà giai(nangai): tầng mấy,何階,なんがい,nangai,tầng mấy,hà giai,3
～円(～えん): - yên,viên(～en): - yên,～円,～えん,～en,- yên,viên,3
いくら: bao nhiêu tiền,ikura: bao nhiêu tiền,"",いくら,ikura,bao nhiêu tiền,"",3
百(ひゃく): trăm,bách(hyaku): trăm,百,ひゃく,hyaku,trăm,bách,3
千(せん): nghìn,thiên(sen): nghìn,千,せん,sen,nghìn,thiên,3
"万(まん): mười nghìn, vạn","vạn(man): mười nghìn, vạn",万,まん,man,"mười nghìn, vạn",vạn,3
すみません: Xin lỗi,sumimasen: Xin lỗi,"",すみません,sumimasen,Xin lỗi,"",3
～でございます。: (cách nói lịch sự của 「です」),～degozaimasu: (cách nói lịch sự của 「です」),"",～でございます。,～degozaimasu,(cách nói lịch sự của 「です」),"",3
「～を」見せてください(「～を」みせてください。): cho tôi xem [~],kiến(～omisetekudasai): cho tôi xem [~],「～を」見せてください,「～を」みせてください。,～omisetekudasai,cho tôi xem [~],kiến,3
"じゃ: thế thì, vậy thì","ja: thế thì, vậy thì","",じゃ,ja,"thế thì, vậy thì","",3
「～を」ください: cho tôi [~],～okudasai: cho tôi [~],"",「～を」ください,～okudasai,cho tôi [~],"",3
新大阪(しんおおさか): tên một nhà ga ở Osaka,tân đại(shinousaka): tên một nhà ga ở Osaka,新大阪,しんおおさか,shinousaka,tên một nhà ga ở Osaka,tân đại,3
イタリア: Ý,itaria: Ý,"",イタリア,itaria,Ý,"",3
スイス: Thụy Sĩ,suisu: Thụy Sĩ,"",スイス,suisu,Thụy Sĩ,"",3
"ロビー: hành lang, đại sảnh","robii: hành lang, đại sảnh","",ロビー,robii,"hành lang, đại sảnh","",3
"起きます(おきます (II) ): dậy, thức dậy","khởi(okimasu ): dậy, thức dậy",起きます,おきます (II) ,okimasu ,"dậy, thức dậy",khởi,4
"寝ます(ねます (II) ): ngủ, đi ngủ","tẩm(nemasu ): ngủ, đi ngủ",寝ます,ねます (II) ,nemasu ,"ngủ, đi ngủ",tẩm,4
働きます(はたらきます (I) ): làm việc,động(hatarakimasu ): làm việc,働きます,はたらきます (I) ,hatarakimasu ,làm việc,động,4
"休みます(やすみます (I) ): nghỉ, nghỉ ngơi","hưu(yasumimasu ): nghỉ, nghỉ ngơi",休みます,やすみます (I) ,yasumimasu ,"nghỉ, nghỉ ngơi",hưu,4
勉強します(べんきょうします (III) ): học,miễn cường(benkyoushimasu ): học,勉強します,べんきょうします (III) ,benkyoushimasu ,học,miễn cường,4
"終わります(おわります (I) ): hết, kết thúc, xong","chung(owarimasu ): hết, kết thúc, xong",終わります,おわります (I) ,owarimasu ,"hết, kết thúc, xong",chung,4
デパート: bách hóa,depaato: bách hóa,"",デパート,depaato,bách hóa,"",4
銀行(ぎんこう): ngân hàng,ngân hàng(ginkou): ngân hàng,銀行,ぎんこう,ginkou,ngân hàng,ngân hàng,4
郵便局(ゆうびんきょく): bưu điện,bưu tiện cục(yuubinkyoku): bưu điện,郵便局,ゆうびんきょく,yuubinkyoku,bưu điện,bưu tiện cục,4
図書館(としょかん): thư viện,đồ thư quán(toshokan): thư viện,図書館,としょかん,toshokan,thư viện,đồ thư quán,4
美術館(びじゅつかん): bảo tàng mỹ thuật,mĩ thuật quán(bijutsukan): bảo tàng mỹ thuật,美術館,びじゅつかん,bijutsukan,bảo tàng mỹ thuật,mĩ thuật quán,4
今(いま): bây giờ,kim(ima): bây giờ,今,いま,ima,bây giờ,kim,4
～時(～じ): -giờ,thời(～ji): -giờ,～時,～じ,～ji,-giờ,thời,4
～分(～ふん): - phút,phân(～fun): - phút,～分,～ふん,～fun,- phút,phân,4
"半(はん): rưỡi, nửa","bán(han): rưỡi, nửa",半,はん,han,"rưỡi, nửa",bán,4
何時(なんじ): mấy giờ,hà thời(nanji): mấy giờ,何時,なんじ,nanji,mấy giờ,hà thời,4
何分(なんふん): mấy phút,hà phân(nanfun): mấy phút,何分,なんふん,nanfun,mấy phút,hà phân,4
"午前(ごぜん): sáng, trước 12 giờ trưa","ngọ tiền(gozen): sáng, trước 12 giờ trưa",午前,ごぜん,gozen,"sáng, trước 12 giờ trưa",ngọ tiền,4
読みます(よみます (I) ): đọc,độc(yomimasu ): đọc,読みます,よみます (I) ,yomimasu ,đọc,độc,6
"午後(ごご): chiều, sau 12 giờ trưa","ngọ hậu(gogo): chiều, sau 12 giờ trưa",午後,ごご,gogo,"chiều, sau 12 giờ trưa",ngọ hậu,4
"朝(あさ): buổi sáng, sáng","triều(asa): buổi sáng, sáng",朝,あさ,asa,"buổi sáng, sáng",triều,4
"昼(ひる): buổi trưa, trưa","trú(hiru): buổi trưa, trưa",昼,ひる,hiru,"buổi trưa, trưa",trú,4
晩(ばｎ): buổi tối,vãn(baenu): buổi tối,晩,ばｎ,baenu,buổi tối,vãn,4
夜(よる): tối,dạ(yoru): tối,夜,よる,yoru,tối,dạ,4
一昨日(おととい): hôm kia,nhất tạc nhật(ototoi): hôm kia,一昨日,おととい,ototoi,hôm kia,nhất tạc nhật,4
昨日(きのう): hôm qua,tạc nhật(kinou): hôm qua,昨日,きのう,kinou,hôm qua,tạc nhật,4
今日(きょう): hôm nay,kim nhật(kyou): hôm nay,今日,きょう,kyou,hôm nay,kim nhật,4
明日(あした): ngày mai,minh nhật(ashita): ngày mai,明日,あした,ashita,ngày mai,minh nhật,4
明後日(あさって): ngày kia,minh hậu nhật(asatte): ngày kia,明後日,あさって,asatte,ngày kia,minh hậu nhật,4
今朝(けさ): sáng nay,kim triều(kesa): sáng nay,今朝,けさ,kesa,sáng nay,kim triều,4
今晩(こんばん): tối nay,kim vãn(konban): tối nay,今晩,こんばん,konban,tối nay,kim vãn,4
"休み(やすみ): nghỉ, nghỉ phép, ngày nghỉ","hưu(yasumi): nghỉ, nghỉ phép, ngày nghỉ",休み,やすみ,yasumi,"nghỉ, nghỉ phép, ngày nghỉ",hưu,4
昼休み(ひるやすみ): nghỉ trưa,trú hưu(hiruyasumi): nghỉ trưa,昼休み,ひるやすみ,hiruyasumi,nghỉ trưa,trú hưu,4
"毎朝(まいあさ): hàng sáng, mỗi sáng","mỗi triều(maiasa): hàng sáng, mỗi sáng",毎朝,まいあさ,maiasa,"hàng sáng, mỗi sáng",mỗi triều,4
"毎晩(まいばん): hàng tối, mỗi tối","mỗi vãn(maiban): hàng tối, mỗi tối",毎晩,まいばん,maiban,"hàng tối, mỗi tối",mỗi vãn,4
"毎日(まいにち): hàng ngày, mỗi ngày","mỗi nhật(mainichi): hàng ngày, mỗi ngày",毎日,まいにち,mainichi,"hàng ngày, mỗi ngày",mỗi nhật,4
月曜日(げつようび): thứ hai,nguyệt diệu nhật(getsuyoubi): thứ hai,月曜日,げつようび,getsuyoubi,thứ hai,nguyệt diệu nhật,4
火曜日(かようび): thứ ba,hỏa diệu nhật(kayoubi): thứ ba,火曜日,かようび,kayoubi,thứ ba,hỏa diệu nhật,4
水曜日(すいようび): thứ tư,thủy diệu nhật(suiyoubi): thứ tư,水曜日,すいようび,suiyoubi,thứ tư,thủy diệu nhật,4
木曜日(もくようび): thứ năm,mộc diệu nhật(mokuyoubi): thứ năm,木曜日,もくようび,mokuyoubi,thứ năm,mộc diệu nhật,4
金曜日(きんようび): thứ sáu,kim diệu nhật(kinyoubi): thứ sáu,金曜日,きんようび,kinyoubi,thứ sáu,kim diệu nhật,4
土曜日(どようび): thứ bảy,thổ diệu nhật(doyoubi): thứ bảy,土曜日,どようび,doyoubi,thứ bảy,thổ diệu nhật,4
日曜日(にちようび): chủ Nhật,nhật diệu nhật(nichiyoubi): chủ Nhật,日曜日,にちようび,nichiyoubi,chủ Nhật,nhật diệu nhật,4
何曜日(なんようび): thứ mấy,hà diệu nhật(nanyoubi): thứ mấy,何曜日,なんようび,nanyoubi,thứ mấy,hà diệu nhật,4
"番号(ばんごう): số (số điện thoại, số phòng)","phiên hiệu(bangou): số (số điện thoại, số phòng)",番号,ばんごう,bangou,"số (số điện thoại, số phòng)",phiên hiệu,4
"何番(なんばん): số bao nhiêu, số mấy","hà phiên(nanban): số bao nhiêu, số mấy",何番,なんばん,nanban,"số bao nhiêu, số mấy",hà phiên,4
～から: ~ từ,～kara: ~ từ,"",～から,～kara,~ từ,"",4
～まで: ~ đến,～made: ~ đến,"",～まで,～made,~ đến,"",4
～と～: ~ và (dùng để nối hai danh từ,～to～: ~ và (dùng để nối hai danh từ,"",～と～,～to～,~ và (dùng để nối hai danh từ,"",4
"そちら: ông/bà, phía ông/ phía bà","sochira: ông/bà, phía ông/ phía bà","",そちら,sochira,"ông/bà, phía ông/ phía bà","",4
たいへんですね: Anh/chị vất vả quá. (dùng để bày tỏ sự thông cảm),taihendesune: Anh/chị vất vả quá. (dùng để bày tỏ sự thông cảm),"",たいへんですね,taihendesune,Anh/chị vất vả quá. (dùng để bày tỏ sự thông cảm),"",4
"えーと: ừ, à (từ đệm trong hội thoại khi đang nghĩ điều muốn nói)","eito: ừ, à (từ đệm trong hội thoại khi đang nghĩ điều muốn nói)","",えーと,eito,"ừ, à (từ đệm trong hội thoại khi đang nghĩ điều muốn nói)","",4
