五歳,ごさい,năm tuổi,ngũ tuế,"いつつ, ゴ",Có thể làm chữ kanji với năm que diêm không?
六,む,sáu,lục,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六つ,むっつ,mồng 6,lục,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六時,ろくじ,sáu giờ đúng,lục thời,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六分,ろっぷん,sáu phút,lục ,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六月,ろくがつ,tháng sáu,lục nguyệt,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六日,むいか,thứ 6,lục nhật,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
六人,ろくにん,sáu người,lục nhân,"む, むつ, むい, ロク",Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ
七,しち,bảy,thất,"なな, なの, シチ",Hai cộng với năm bằng bảy
七つ,ななつ,bảy,thất,"なな, なの, シチ",Hai cộng với năm bằng bảy
七時,ななじ,bảy giờ,thất thời,"なな, なの, シチ",Hai cộng với năm bằng bảy
七分,しちぶん,bảy phút,thất ,"なな, なの, シチ",Hai cộng với năm bằng bảy
七月,しちがつ,tháng bảy,thất nguyệt,"なな, なの, シチ",Hai cộng với năm bằng bảy
七日,なぬか,mồng 7,thất nhật,"なな, なの, シチ",Hai cộng với năm bằng bảy
七人,ななにん,bảy người,thất nhân,"なな, なの, シチ",Hai cộng với năm bằng bảy
七夕,（*たなばた）,lễ thất tịch,thất tịch,"なな, なの, シチ",Hai cộng với năm bằng bảy
八,はち,tám,bát,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八つ,やっつ,8 cái,bát,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八百,はっぴゃく,tám trăm,bát bách,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八時,はちじ,tám giờ,bát thời,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八月,はちがつ,tháng tám,bát nguyệt,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八日,ようか,mồng 8,bát nhật,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八人,はちにん,tám người,bát nhân,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八歳,はちさい,tám tuổi,bát tuế,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
八百屋,やおや,người bán rau,bát bách ốc,"や, やつ, ハチ",Nó giống như chữ kantakana　ハ giống như là 八チ(tám).
九,きゅう,chín,cửu,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九つ,ここのつ,chín cái,cửu,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
く時,くじ,các cụm từ khi,thời,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九月,くがつ,tháng chín,cửu nguyệt,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九日,ここぬか,lần thứ 9,cửu nhật,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九年,きゅうねん,chín năm,cửu niên,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九歳,きゅうさい,chín tuổi,cửu tuế,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
九人,きゅうにん,chín người,cửu nhân,"ここの_つ, キュウ, ク","Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không."
十,じゅう,mười,thập,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十時,じゅうじ,mười giờ,thập thời,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十分,じっぷん,đầy đủ,thập ,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十月,じゅうがつ,tháng mười,thập nguyệt,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十日,とおか,10 ngày,thập nhật,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十人,じゅうにん,mười,thập nhân,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
十分,じっぷん,đầy đủ,thập ,"と_う, ジュウ, ジッ",Kết hợp 2 ngón tay để tạo thành mười
百,ひゃく,một trăm,bách,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
二百,にひゃく,hai trăm,nhị bách,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
三百,さんびゃく,ba trăm,tam bách,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
六百,ろっぴゃく,sáu trăm,lục bách,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
八百,はっぴゃく,yao,bát bách,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
八百屋,（*やおや）,người bán rau,bát bách ốc,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
百科事典,ひゃっかじてん,bách khoa toàn thư,bách khoa sự điển,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
百貨店,ひゃっかてん,cục lưu trữ,bách hóa điếm,", ヒャク","Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百"
千,せん,một ngàn,thiên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
二千,にせん,hai ngàn,nhị thiên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
三千,さんぜん,ba nghìn,tam thiên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
八千,はっせん,tám ngàn,bát thiên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
千円,せんえん,một nghìn yen,thiên viên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
千年,せんねん,ngàn năm,thiên niên,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
千人,せんにん,ngàn người,thiên nhân,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
千葉県,ちばけん,chiba quận,thiên diệp huyện,"ち, セン","Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn."
一万,いちまん,mười nghìn,nhất vạn,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
十万,じゅうまん,trăm nghìn,thập vạn,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
百万,ひゃくまん,một triệu,bách vạn,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
万年筆,まんねんひつ,cây viết máy,vạn niên bút,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
万歳,ばんざい,vô,vạn tuế,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
万一,ばんいち,theo một số cơ hội,vạn nhất,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
万引き,まんびき,ăn cắp,vạn dẫn,", マン, バン",10.000 (vạn) là một con số có 5 chữ số
百円,ひゃくえん,một 100¥,bách viên,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
円,えん,vòng tròn,viên,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
円い,まるい,tròn,viên,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
円高,えんだか,yên mạnh,viên cao,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
円安,えんやす,yên yếu,viên an,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
楕円,だえん,hình bầu dục, viên,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
円満,えんまん,hòa điệu,viên mãn,"まる_い, エン",Đây là thể hiển của 1 vòng tròn
口,く,miệng,khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
入り口,いりくち,lối vào,nhập khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
出口,でぐち,lối ra,xuất khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
人口,じんこう,dân số,nhân khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
北口,きたぐち,bắc tuyển sinh,bắc khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
中央口,ちゅうおうぐち,lối vào trung tâm,trung ương khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
窓口,まどぐち,tiếp xúc,song khẩu,"くち, コオ, ク",Đây là thể hiện của một cái mồm
口調,くちょう,giọng,khẩu điều,"くち, コオ, ク",Đây là thể hiện của một cái mồm
目,め,mắt,mục,"め, モク, ボク",Đây là thể hiện của một cái mắt
一日目,いちにちめ,ngày 1,nhất nhật mục,"め, モク, ボク",Đây là thể hiện của một cái mắt
目的,もくてき,mục đích,mục ,"め, モク, ボク",Đây là thể hiện của một cái mắt
科目,かもく,vấn đề,khoa mục,"め, モク, ボク",Đây là thể hiện của một cái mắt
目次,もくじ,mục lục,mục thứ,"め, モク, ボク",Đây là thể hiện của một cái mắt
注目,ちゅうもく,chú ý,chú mục,"め, モク, ボク",Đây là thể hiện của một cái mắt
面目ない,めんぼくない,xấu hổ,diện mục,"め, モク, ボク",Đây là thể hiện của một cái mắt
日曜日,にちようび,chủ nhật,nhật diệu nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
日本,にっぽん,sơn mài nhật,nhật bổn,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
今日,きょう,hôm nay,kim nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
三日,みっか,ba ngày,tam nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
毎日,まいにち,mỗi ngày,mỗi nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
日記,にっき,nhật ký,nhật kí,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
母の日,ははのひ,ngày của mẹ,mẫu nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
休日,きゅうじつ,ngày nghỉ,hưu nhật,"ひ, か, ニチ, ジツ",Đây là thể hiện của mặt trời
一月,いちがつ,tháng giêng,nhất nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
月曜日,げつようび,thứ hai,nguyệt diệu nhật,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
今月,こんげつ,tháng này,kim nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
月曜日,げつようび,thứ hai,nguyệt diệu nhật,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
一ヶ月,いっかげつ,mot thang,nhất nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
毎月,まいげつ,hằng tháng,mỗi nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
来月,らいげつ,tháng tới,lai nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
お正月,おしょうがつ,năm mới,chánh nguyệt,"つき, ゲツ, ガツ",Đây là thể hiện của  mặt trăng
火曜日,かようび,thứ ba,hỏa diệu nhật,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
火曜日,かようび,thứ ba,hỏa diệu nhật,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
火事,かじ,cháy,hỏa sự,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
火山,かざん,núi lửa,"hỏa san,sơn","ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
花火,はなび,pháo bông,hoa hỏa,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
火星,かせい,hỏa tinh,hỏa tinh,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
消火器,しょうかき,bình cứu hỏa,tiêu hỏa khí,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
火災,かさい,cháy,hỏa tai,"ひ, ほ, カ",Đây là thể hiện của một ngọn lửa
水曜日,すいようび,thứ tư,thủy diệu nhật,"みず, スイ",Nước bắn rơi xung quanh
水曜日,すいようび,thứ tư,thủy diệu nhật,"みず, スイ",Nước bắn rơi xung quanh
水泳,すいえい,bơi,thủy vịnh,"みず, スイ",Nước bắn rơi xung quanh
水道,すいどう,nước,thủy đạo,"みず, スイ",Nước bắn rơi xung quanh
海水浴,かいすいよく,tắm,hải thủy dục,"みず, スイ",Nước bắn rơi xung quanh
水着,みずぎ,đồ bơi,thủy trứ,"みず, スイ",Nước bắn rơi xung quanh
香水,こうすい,nước hoa,hương thủy,"みず, スイ",Nước bắn rơi xung quanh
鼻水,はなみず,chứng sổ mũi,tị thủy,"みず, スイ",Nước bắn rơi xung quanh
木曜日,もくようび,thứ năm,mộc diệu nhật,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
木曜日,もくようび,thứ năm,mộc diệu nhật,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
木綿,きわた,bông,mộc miên,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
木村さん,きむらさん,kimura,mộc thôn,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
木製,もくせい,gỗ,mộc chế,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
大木,たいぼく,cây lớn,đại mộc,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
材木,ざいもく,gỗ,tài mộc,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
木陰,こかげ,bóng,mộc âm,"き, こ, ボク, モク",Đây là thể hiện của một cái cây
金曜日,きんようび,thứ sáu,kim diệu nhật,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
お金,おかね,tiền,kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
お金持ち,おかねもち,giàu có,kim trì,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
料金,りょうきん,học phí,liệu kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
奨学金,しょうがくきん,học bổng,tưởng học kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
現金,げんきん,tiền mặt,hiện kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
税金,ぜいきん,thuế,thuế kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
金づち,かなづち,búa,kim,"かね, かな, キン, コン",Mọi người nói rằng có vàng ở dưới núi
土曜日,どようび,thứ bảy,thổ diệu nhật,"つち, ド, ト",Một mầm nụ trồi ra từ đất
土曜日,どようび,thứ bảy,thổ diệu nhật,"つち, ド, ト",Một mầm nụ trồi ra từ đất
お土産,おみやげ,quà lưu niệm,thổ sản,"つち, ド, ト",Một mầm nụ trồi ra từ đất
土地,とち,đất,thổ địa,"つち, ド, ト",Một mầm nụ trồi ra từ đất
土星,どせい,sao thổ,thổ tinh,"つち, ド, ト",Một mầm nụ trồi ra từ đất
粘土,ねばつち,đất sét,niêm thổ,"つち, ド, ト",Một mầm nụ trồi ra từ đất
土台,どだい,nền tảng,thổ thai,"つち, ド, ト",Một mầm nụ trồi ra từ đất
土足現金,どそくげんきん,giày dép bằng tiền mặt,thổ túc hiện kim,"つち, ド, ト",Một mầm nụ trồi ra từ đất
日曜日,にちようび,chủ nhật,nhật diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
月曜日,げつようび,thứ hai,nguyệt diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
火曜日,かようび,thứ ba,hỏa diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
水曜日,すいようび,thứ tư,thủy diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
木曜日,もくようび,thứ năm,mộc diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
金曜日,きんようび,thứ sáu,kim diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
土曜日,どようび,thứ bảy,thổ diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
曜日,ようび,ngày trong tuần,diệu nhật,", ヨオ","Bắt đầu của một ngày,những con chim hót ""piyo-piyo"""
本,ほん,điều này,bổn,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
日本,にっぽん,sơn mài nhật,nhật bổn,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
一本,いっぽん,độc thân,nhất bổn,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
二本,にほん,hai,nhị bổn,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
三本,さんぼん,ba,tam bổn,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
日本語,にっぽんご,nhật bản,nhật bổn ngữ,"もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
山本さん,やまもとさん,yamamoto,"san,sơn bổn","もと, ホン","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー"""
人口,じんこう,dân số,nhân khẩu,"ひと, ジン, ニン",Một người đang đứng với hai chân
日本人,にっぽんじん,nhật bản,nhật bổn nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
一人,いちにん,một người,nhất nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
二人,ににん,hai người,nhị nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
三人,さんにん,ba người,tam nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
一人で,ひとりで,một mình,nhất nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
大人,おとな,người lớn,đại nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
女の人,おんなのひと,đàn bà,nữ nhân,"ひと, ジン, ニン",Một người đang đứng với hai chân
今,いま,hiện nay,kim,"いま, コン, キン",Bạn đang làm gì bây giờ?
今月,こんげつ,tháng này,kim nguyệt,"いま, コン, キン",Bạn đang làm gì bây giờ?
今日,きょう,hôm nay,kim nhật,"いま, コン, キン",Bạn đang làm gì bây giờ?
今晩,こんばん,tối nay,kim vãn,"いま, コン, キン",Bạn đang làm gì bây giờ?
今週,こんしゅう,tuần này,kim chu,"いま, コン, キン",Bạn đang làm gì bây giờ?
今年,ことし,năm nay,kim niên,"いま, コン, キン",Bạn đang làm gì bây giờ?
今朝,けさ,sáng nay,kim triều,"いま, コン, キン",Bạn đang làm gì bây giờ?
今度,こんど,thời gian này,kim độ,"いま, コン, キン",Bạn đang làm gì bây giờ?
お寺,おてら,chùa,tự,"てら, ジ","Nhìn kia,có một ngôi đền trên mặt đất"
寺院,じいん,chùa,tự viện,"てら, ジ","Nhìn kia,có một ngôi đền trên mặt đất"
山寺,やまでら,đền thờ núi,"san,sơn tự","てら, ジ","Nhìn kia,có một ngôi đền trên mặt đất"
清水寺,きよみずでら,đền kiyomizu,thanh thủy tự,"てら, ジ","Nhìn kia,có một ngôi đền trên mặt đất"
金閣寺,きんかくじ,chùa được dát vàng,kim các tự,"てら, ジ","Nhìn kia,có một ngôi đền trên mặt đất"
一時,いちじ,thời gian,nhất thời,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
時々,ときどき,đôi khi,thời,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
時間,じかん,thời gian,thời gian,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
一時間,いちじかん,một giờ,nhất thời gian,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
時計,ときはかり,đồng hồ,thời kế,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
その時,そのとき,vào thời điểm đó,thời,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
時代,じだい,kỷ nguyên,thời đại,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
時刻表,じこくひょう,thời khóa biểu,thời khắc biểu,"とき, ジ","Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian"
三時半,さんじはん,ba giờ rưỡi,tam thời bán,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
半分,はんぶん,rưỡi,bán ,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
半島,はんとう,bán đảo,bán đảo,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
半年,はんとし,nửa năm,bán niên,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
前半,ぜんはん,nửa đầu,tiền bán,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
半額,はんがく,một nửa giá,bán ngạch,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
一月半ば,いちがつなかば,giữa tháng,nhất nguyệt bán,"なか_ば, ハン","Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt "
刀,かたな,gươm,đao,"かたな, トオ",Đây là thể hiện của một thanh kiếm
日本刀,にほんとう,thanh kiếm nhật,nhật bổn đao,"かたな, トオ",Đây là thể hiện của một thanh kiếm
短刀,たんとう,dao găm,đoản đao,"かたな, トオ",Đây là thể hiện của một thanh kiếm
五分,ごふん,rưỡi,ngũ ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
十分,じっぷん,đầy đủ,thập ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
半分,はんぶん,rưỡi,bán ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
分かる,わかる,tìm thấy,"","わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
自分,じぶん,bản thân,tự ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
気分,きぶん,khí sắc,khí ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
十分,じっぷん,đầy đủ,thập ,"わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
分ける,わける,chia,"","わ_ける, ブン, フン, ブ",Hãy chia ra.Nó sẽ thành nửa với một con dao
上,うえ,đỉnh,thượng,"あ_げる, うえ, かみ, の_ぼす, ジョオ, ショオ",Đây là bên trên của một dòng
上げる,あげる,tăng,thượng,"あ_げる, うえ, かみ, の_ぼす, ジョオ, ショオ",Đây là bên trên của một dòng
上手な,じょうずな,tốt,thượng thủ,"あ_げる, うえ, かみ, の_ぼす, ジョオ, ショオ",Đây là bên trên của một dòng
