生,sinh,sinh,Một cái cây sinh ra từ đất(土).,4
男,nam,đàn ông,Một người đàn ông làm việc mạnh mẽ(力) trên cánh đồng(田).,4
子,tử,trẻ con,Đây là thể hiện của một đứa trẻ con,4
何,hà,cái gì,"Một người đang mang cái gì đó.""Đó là cái gì?""",4
母,mẫu,mẹ,Đây là thể hiện của một người mẹ,4
去,khứ,"quá khứ,trước","Tôi sống trong quá khứ b&gt;, bây giờ tôi đang bị chôn vùi trong lòng đất (土).",4
王,vương,vua,Vị vua đang đứng,4
国,quốc,đất nước,Vị vua(王) với một viên ngọc sẽ cai quản đất nước,4
毎,mỗi,mỗi,Mỗi người(人) có một người mẹ(母).,4
年,niên,năm,Mất một năm để gặt lúa.,4
父,phụ,cha, Cha tôi có một bộ ria mép.,4
先,tiên,"trước,đầu",Một người đang chạy trước những người khác.,4
学,học,học,Trẻ con(子) học trong trường.,4
女,nữ,đàn bà,Đây là thể hiện của người đàn bà,4
田,điền,"đồng,ruộng",Đây là thể hiện của một cánh đồng,4
力,lực,sức mạnh,Một người đàn ông cơ bắt thì có sức mạnh.,4
良,lương,tốt,Mọi người cảm thấy  tốt với một cái dạ dày no,5
飲,ẩm,uống,Bạn ăn(食) và uống với cái mồm rộng của bạn,5
会,hội,gặp,Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.,5
聞,văn,nghe,Một  người đang nghe ở cái cổng(門) với tai của họ(耳).,5
話,thoại,nói,Mọi người nói sử dụng một nghìn(千) từ.,5
待,đãi,đợi,Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺),5
周,chu,"chạy xung quanh,tuần hoàn",Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;,5
立,lập,đứng,Đây là thể hiện của một người đang đứng,5
言,ngôn,nói,Bạn nói một vài thứ với cái miệng (口) của bạn,5
耳,nhĩ,tai,Đây là thể hiện của một cái tai,5
食,thực,ăn,Cái làm tôi thấy tốt(良) ở nhà là ăn,5
米,mễ,"lúa,gạo",Đây là thể hiện của một cây lúa,5
来,lai,đến,"Khi tháng mười đến,lúa(米) sẽ được thu hoạch.",5
行,"hành, hàng",đi,"Ở góc độ này,bạn phải quyết định đi đâu",5
見,kiến,nhìn,"Để nhìn nhiều thứ,bạn cần một đôi mắt(目) với hai cái chân",5
週,chu,tuần,Mất một tuần để đi hết(周) con đường này.,5
新,tân,mới,"Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu.",6
元,nguyên,khỏe mạnh,"Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn",6
多,đa,nhiều,"Có rất nhiều  ""タ。"".",6
少,"thiếu, thiểu",một ít,"Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít",6
早,tảo,sớm,Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.,6
明,minh,sáng,Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng,6
高,cao,cao,Có một tòa tháp cao trên một ngôi nhà.,6
大,đại,to,"Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;",6
小,tiểu,nhỏ,"Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;",6
安,an,rẻ,Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà,6
古,cổ,cũ,"Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ",6
気,khí,"hơi thở,khí","Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra.",6
広,quảng,rộng,"""Đây là ngôi nhà của tôi.Rộng,phải không nào?""",6
長,"trường, trưởng",dài,Đây là thể hiện của một người với mái tóc dài.,6
好,"hảo, hiếu",thích,Người phụ nữ(女) thích trẻ con(子).,6
友,hữu,bạn bè, Bạn bè  cho nhau một bàn tay giúp đỡ.,6
電,điện,điện,Trời thì đang mưa(雨) và sét đánh lên trên cánh đồng(田).,7
駅,dịch,nhà ga,Có con ngựa(馬) và người đang vác đồ ở nhà ga,7
社,xã,"công ty,đền",Người cung cấp các thứ và cầu nguyện cho vụ mùa bội thu tại một cái  đền  b&gt;,7
店,điếm,cửa hàng,"Ở quầy hàng,cà chua(トマト) đang được bày trên một cái hộp",7
入,nhập,"nhập,vào",Một người đang chui vào cái lều.,7
市,thị,"thành phố,chợ",Mọi người đi đến chợ để mua sắm.,7
病,bệnh,ốm,Một người ốm đang ngủ trong bệnh viện.,7
村,thôn,làng,Có một ngôi làng bên ngoài cái cây,7
銀,ngân,bạc,Bạc thì không tốt như vàng(金).,7
校,hiệu,trường,Cha(父) tôi đến trường để đón tôi.,7
馬,mã,ngựa,Đây là thể hiện của một con ngựa,7
車,xa,xe,Đây là thể hiện của một cái xe,7
雨,vũ,mưa,Chữ kanji này được tạo ra từ mây và những giọt mưa,7
町,đinh,"thị trấn,phố",Sử dụng được ruộng lúa (田) và các tuyến đường trong thị trấn,7
出,xuất,"xuất,ra",Ra b&gt; là theo lối này.,7
院,viện,"tổ chức,cơ sở",Họ đã khỏe (良) và rời bệnh viện ( tổ chức  b&gt;) để về nhà.,7
書,thư,viết,"Với một thanh cọ,tôi viết chữ kanji ""日""",8
売,mại,bán,Một người đang bán một vài thứ.,8
語,ngữ,"từ,ngôn ngữ",Họ nói(言) năm(五) ngôn ngữ.,8
強,"cường, cưỡng","khỏe,mạnh mẽ",Cả hai loài bọ cánh cứng (虫) và mũi tên (弓) đều mạnh mẽ  b&gt;,8
弓,cung,cung,Đây là thể hiện của một cái cung,8
買,mãi,mua,"Chúng tôi sử dụng để sử dụng vỏ (贝) để  mua  b&gt; các thứ, bây giờ chúng tôi sử dụng hóa đơn.",8
起,khởi,thức dậy,Tôi sẽ chạy(走) bởi vì tôi thức dậy muộn.,8
休,hưu,nghỉ ,Một người đang nghỉ dưới cái cây(木).,8
名,danh,tên,Tên anh ấy là Taro(タロ).,8
貝,bối,động vật có vỏ,Đây là hình dạng của  động vật có vỏ ,8
走,tẩu,chạy,Tôi  chạy  ngay cả khi tôi đang bị phủ đất (土).,8
読,độc,đọc,"Anh ấy nói(言),""Đọc quyển sách bán(売) chạy nhất đi.""",8
帰,quy,trở lại,Chim nhạn trở lại với tổ của chúng,8
勉,miễn,làm lợi,Người đàn ông đang làm lợi với sức mạnh của ông ấy(強).,8
虫,trùng,con bọ,Đây là thể hiện của một con bọ,8
持,trì,"tổ chức,tiến hành",Tôi đến chùa (寺)  tổ chức  cầu nguyện.,8
心,tâm,trái tim,Trái tim của tôi đang đập.,9
足,túc,chân,Căng  chân  b&gt; của bạn lên và chạy.,9
首,thủ,"cổ,đầu",Đây là thể hiện của một người với cái cổ dài,9
道,đạo,đường,Một người đang vươn cái cổ(首) như kiểu đang đợi một ai đó trên đường,9
昼,trú,ban ngày,Chúng tôi trú mình trong bóng râm ban ngày khi mặt trời (日)lên cao,9
冬,đông,đông,"Trong  mùa đông  b&gt;, nó thì trơn khi bạn đi bộ trên băng.",9
夏,hạ,hạ,Trời rất nóng trong mùa hè b&gt;. Một người sụp đổ trong cái bóng,9
体,thể,cơ thể,"Khi cơ thể của bạn bị thương,hãy băng bó và nghỉ ngơi(休).",9
夜,dạ,đêm,"Vào đêm,một người với cái mũ dài đang ngắm mặt trăng và những đám mây",9
手,thủ,tay,Đây là thể hiện của bàn tay,9
方,phương,"hướng,người",Hãy đi theo hướng của lá cờ,9
春,xuân,xuân,Mùa xuân đã đến.Ba(三) người(人) nhìn về mặt trời(日).,9
秋,thu,thu,"Vào mùa thu  b&gt;, cây lúa và lá chuyển thành màu sắc của lửa (火)",9
朝,triều,sáng,Đó là buổi sáng của ngày 10 tháng 10(十月十日).,9
夕,tịch,hoàng hôn,"Vào hoàng hôn  b&gt;, bạn nhìn thấy mặt trăng và các loài chim.",9
晩,vãn,tối,Đứa trẻ vội vàng trở về nhà trước buổi tối,9
色,sắc,màu sắc,Đây là hình dạng của một vòng xoáy của hai  màu sắc  b&gt;,10
空,không,bầu trời,Mở cửa sổ và đo  bầu trời  b&gt; với thước đo của người thợ thủ công,10
化,hóa,thay đổi,Một người đứng lên và ngồi xuống.Anh ấy thay đổi vị trí của mình,10
天,thiên,"thiên đường,trời",Tôi nghĩ về thiên đường với những cánh tay mở rộng,10
青,thanh,xanh,Cỏ xanh và mặt trăng xanh(月).,10
魚,ngư,cá,Đây là thể hiện của một con cá,10
犬,khuyển,chó,Đây là thể hiện của một con chó,10
黒,hắc,đen,Cánh đồng(田) bị đốt cháy và đất trở nên(土) đen,10
白,bạch,trắng,Có một tòa nhà màu  trắng,10
赤,xích,đỏ,Bạn đưa đất (土) trên ngọn lửa để làm những viên gạch đỏ ,10
花,hoa,hoa,Cỏ thay đổi (化) trong những bông hoa,10
林,lâm,rừng nhỏ,Hai cái cây (木) trở thành một rừng nhỏ,10
川,xuyên,sông,Dòng sông chạy qua nó,10
海,hải,biển,Chúng tôi đến biển và bơi mỗi(舞)ngày.,10
森,sâm,rừng,Ba cái cây(木) trở thành một cánh rừng,10
山,sơn,núi,Đây là thể hiện của một ngọn núi,10
茶,trà,trà,Hai người đang uống trà,11
鳥,điểu,chim,Đây là thể hiện của một con chim,11
豚,đồn,lợn,Một con lợn đang nhìn về mặt trăng(月).,11
反,phản,phản đối,Tôi  phản đối  nó,11
菜,thái,rau,Bạn lấy rau từ cỏ và cây(予).,11
予,dự,nâng cao,Một người mẹ (マザー) sắp xếp (アレンジ) một đứa trẻ trên  cao ,11
未,vị, chưa,Cái cây(木) này không phát triển nữa,11
肉,nhục,thịt,Đây là thể hiện của một miếng thịt,11
味,vị,mùi vị,"Tôi không biết mùi vị của nó như thế nào ,bởi vì tôi chưa(未) ăn nó",11
牛,ngưu,bò,Đây là hình dạng của một một sừng  bò  b&gt;,11
飯,phạn,"gạo,lúa",Họ phản đối (反) thói quen ăn uống (食) để nhiều  gạo  b&gt;,11
理,lí,hợp lý,Vị vua (王) nghĩ ra những điều  hợp lý  thực hiện chúng trên  những cánh đồng lúa (田).,11
料,liệu,thành phần,Bạn đo gạo (米) và các  thành phần   khác trên thang điểm.,11
作,tác,làm,Một người với cái cưa đang làm gì đó.,11
切,thiết,cắt,Bảy七) samurai đã cắt với thanh kiếm (刀)  của họ,11
野,dã,"lĩnh vực,khu vực",Họ đi đến  lĩnh vực  đó trong sự tiến bộ (予).,11
写,tả,ảnh,Đây là bức ảnh của người đàn ông vói cái mũ,12
歌,ca,hát,Người (人) đang  hát b&gt; với cái miệng (口) mở rộng.,12
音,âm,âm thanh,"Khi mặt trời(日) mọc,người đang đứng(立) và tạo ra âm thanh",12
映,ánh,chiếu ,Trung tâm (央) sơ đồ của bộ phim thì được  chiếu b&gt; trên màn hình.,12
真,chân,"đúng,chân thật",Chiếc ti vi này trình diễn hình ảnh chân thật,12
乗,thừa,leo lên,Một người đứng 立 trên cây (木) để leo lên nhánh,12
自,tự,"tự,chính bản thân","Tại Nhật Bản, cử chỉ chỉ vào mũi của một người có nghĩa là ""chính tôi """,12
楽,"lạc, nhạc","vui,thoải mái",Chúng ta hãy  vui vẻ  đánh những cái trống (白) trắng trên mảnh  gỗ(木) đứng ,12
洋,dương,nước ngoài,Cừu (羊) đã đến Nhật Bản từ nước ngoài ,12
服,phục,quần áo,"Dưới ánh trăng (月), bạn treo  quần áo  của bạn",12
着,trước,mặc,Tôi nhìn thấy một con cừu (羊)  mặc  một chiếc áo len.,12
羊,dương,cừu,Đây là thể hiện của một con cừu,12
画,"họa, hoạch",tranh,Vẽ một  bức tranh  của một ruộng lúa (田) trên vải.,12
央,ương,trung tâm,Người (人) là  trung tâm  b&gt; của sơ đồ,12
台,đài,đứng,Tôi thì đang đứng,12
転,chuyển,"lăn,quay",Tôi bị rơi từ trên xe  (车) đang  lăn  b&gt;,12
兄,huynh,anh trai,Anh trai tôi dangđi với cái miệng (口) rộng,13
家,gia,nhà,"Trước đây,mọi người giữ những con lợn ở trong nhà",13
矢,thỉ,mũi tên,Đây là hình dạng của một  mũi tên ,13
姉,tỉ,chị gái,Chị gái  tôi  là người phụ nữ(女) sống ở một thành phố(市).,13
弟,đệ,em trai,Em trai  tôi đang chơi với cái cung(弓).,13
妹,muội,em gái,"Người con gái(女) và cái cây chưa(未) phát triển.Nó nghĩa là  em gái"" của tôi",13
夫,phu,chồng,Chồng tôi và tôi thì luôn là hai (二) người (人) bên nhau.,13
住,"trú, trụ",sống,Người chủ(主) sống với một vài người,13
糸,mịch,"sợi dây,đường thằng,chủ đề",Đây là hình dạng của các đường thẳng   trên một máy in.,13
氏,thị,họ tên,Họ tên b&gt; của tôi thì trên thẻ tên.,13
族,tộc,gia đình,"Dưới lá cờ, người bảo vệ  gia đình của họ với mũi tên  (矢) của họ",13
親,thân,bố mẹ,Cha mẹ đang đứng(立) trên đỉnh của cái cây(木) để nhìn(見) con của họ.,13
私,tư,tôi,Đây là cây lúa được  tôi  chăm sóc,13
妻,thê,vợ,Người phụ nữ (女) đang nắm giữ một cây chổi là  vợ của tôi ,13
主,chủ,"chính,chủ",Người đàn ông với cái mũ là ông chủ(người chủ).,13
紙,chỉ,giấy,"Viết tên họ của bạn (氏) trên giấy   b&gt;, và đưa các chủ đề (糸) thông qua.",13
英,anh,tuyệt vời,Người đàn ông ở trung tâm (央) là một anh hùng (người tuyệt vời ) sinh ra từ phong trào quần chúng.,14
宿,túc,nhà trọ,Nhà trọ  này có thể phục vụ 100 (百) người.,14
質,chất,chất lượng,Tôi cắt một vỏ lớn (贝) với hai cái rìu và kiểm tra  chất lượng b&gt; của nó ,14
羽,vũ,đôi cánh,Đây là hình dạng của đôi cánh,14
漢,hán,người trung quốc,Người chồng(夫)Trung Quốc băng qua sông với cỏ trên đầu ,14
字,tự,"chữ,kí tự",Đứa trẻ(子) học chữ trong nhà.,14
式,thức,"lễ,phong cách",Đây là   lễ cưới của tôi,14
験,nghiệm,kiểm tra,"Trước khi trèo lên núi,một người(人) đã luyện tập con ngựa(馬).",14
室,thất,phòng,Tôi ở trong phòng của tôi vào thứ bảy (土).,14
教,giáo,dạy,Một người già đang dạy một đứa trẻ(子).,14
試,thí,cố gắng,"Tại lễ (式): ""Bạn sẽ theo anh ta miễn là  cả hai sẽ sống bên nhau"" tôi đã nói (言) ""Tôi sẽ  cố gắng """,14
文,văn,"kí tự,nhân vật",Một mô hình trên chiếc bình cũ đã trở thành một  nhân vật ,14
習,tập,học,Chim vỗ cánh (羽) trên một tòa nhà màu trắng (白) và  học  để bay.,14
説,thuyết,giải thích,Anh trai tôi (兄) đang  giải thích ,14
問,vấn,câu hỏi,"Ở cái cổng(門),tôi hỏi những câu hỏi",14
題,đề,chủ đề,Các nhà báo tìm một  chủ đề  sử dụng đầu của họ (头) và chân (足).,14
暑,thử,nóng,Một người(人) đứng dưới mặt trời(日) cảm thấy nóng,15
者,giả,người,Mỗi người  phát triển qua mỗi ngày(日).,15
豆,đậu,hạt đậu,Nó là một cái cốc có chứa những hạt đậu,15
暗,ám,tối,Ở trong bóng tối và bạn có thể nghe thấy âm thanh(音).,15
弱,nhược,yếu,Những con chim nhỏ thì yếu,15
低,đê,thấp,"""Tại sao tôi lại bị gạch chân họ tên (氏)của tôi?"". ""Bởi vì mức của bạn là  thấp  b&gt;""",15
近,cận,gần,Chặt cây bằng rìu và điểm đến của bạn sẽ trở nên  gần hơn,15
風,phong,gió,Con bọ (虫) đang tránh  gió  dưới cái lá,15
光,quang,ánh sáng,Đây là hình dạng của tia  ánh sáng  b&gt;,15
重,"trọng, trùng",nặng,Một nghìn(千) quyển sách thì nặng,15
軽,khinh,đèn,Đèn ô tô(車) sẽ bật nếu bạn đẩy nó bằng tay của bạn,15
悪,"ác, ố","tồi,kém",Cảm xúc  tồi tệ  b&gt;trong trái tim của họ (心).,15
太,thái,dày,Đây là một bản ghi dày ,15
短,đoản,ngắn,Mũi tên (矢) và hạt đậu (豆) thì đều  ngắn  b&gt;,15
遠,viễn,xa,"Vào thứ bày(土),tôi đi xa.",15
寒,hàn,lạnh,"Trong một ngày  lạnh , tôi đến nhà bạn và để lại dấu chân trên tuyết.",15
送,tống,gửi,Có người gửi tôi một món quà,16
運,vận,vận chuyển,Một chiếc xe (车)  vận chuyển  một tấm nệm.,16
死,tử,chết,"""Có cuốn tiểu thuyết Chết ở Tahiti(タヒチ) không?"".""Không.""",16
考,khảo,nghĩ,Tôi nghĩ về nguyên nhân con người trở nên già(老).,16
思,tư,nghĩ,"Trên cánh đồng(田),tôi nghĩ về người tôi yêu từ trái tim(心).",16
押,áp,"đóng,đẩy",Tôi đã đóng dấu,16
開,khai, mở,Hai người mở cái cổng(門).,16
使,"sử, sứ",sử dụng,Anh ấy sử dụng con người,16
動,động,di chuyển,Người đàn ông di chuyển những quyển sách nặng(重) với sức mạnh(力) của ông ấy,16
止,chỉ,dừng,Đèn giao thông thì đỏ.Dừng lại,16
歩,bộ,đi bộ,Dừng(止) một chút(少) và sau đó đi bộ lại.,16
洗,tiển,giặt,Bác sĩ(先生) đi rửa tay của ông ấy.,16
急,cấp,"vội vàng,hấp tấp","""Đồng ý.nếu tôi vội vàng,tôi vẫn sẽ ổn""",16
閉,bế,đóng,Một người đóng cái cổng(門).,16
引,dẫn,kéo,Đây là một cung (弓) và một cái dây.Nó là cái dây mà bạn sẽ kéo ,16
知,tri,biết,Một cái mồm(口) rộng(大)  biết mọi thứ.,16
医,y,bác sĩ,Một  bác sĩ  chữa trị cho một  bệnh nhân bị thương với một mũi tên (矢).,17
事,sự,"điều,thứ",Tôi sẽ viết ra mọi thứ để làm,17
始,thủy,bắt đầu,"Khi tôi  bắt đầu  bài phát biểu của tôi trên một giá đỡ (立), một người phụ nữ (女) đã lắng nghe.",17
仕,sĩ,phục vụ,Một võ sĩ (士)  phục vụ  chủ mình.,17
働,động,làm việc,Mọi người di chuyển(動) và làm việc,17
業,nghiệp,"công việc,kinh doanh",Tôi giữ những con cừu (羊) ở trong hàng rào.Nó là  công việc  của tôi.,17
有,hữu,tồn tại,"Mặt trăng(月) thì tồn tại,nhưng không ai có thể chạm vào nó",17
留,lưu,"ở,sống","Tôi sẽ  ở trên đồng(田),và gặt lúa với một cái dao(刀).",17
終,chung,"kết thúc,cuối","Mối quan hệ của chúng tôi kéo dài trong một thời gian dài như một sợi dây (糸), nhưng nó đã  kết thúc  trong mùa đông (冬).",17
研,nghiên,đánh bóng,"Tôi  đánh bóng  một hòn đá (石), cái nằm trên một chiếc ghế.",17
石,thạch,đá,Đây là hình dạng của một vách đá và một hòn đá,17
究,cứu,tìm hiểu,Tôi đã nghiên cứu trong ngôi nhà của tôi được chín(九) năm.,17
産,sản,"sản xuất,trồng trọt",Tôi  sản xuất  rau trên cánh đồng của tôi.,17
薬,dược,thuốc,Uống những viên thuốc  thảo dược này để cảm thấy tốt hơn.Rồi chúng ta hãy vui chơi (楽).,17
員,viên,thành viên,Một người trả tiền và được một thẻ thành viên  tàu.,17
士,sĩ,"chiến binh,đấu sĩ","Mười một (十一) samurai,  chiến binh ",17
意,ý,suy nghĩ,Lắng nghe âm thanh(音) của trái tim(心) để biết suy nghĩ của bạn,18
注,chú,đổ,"""Hãy cẩn thận, đừng  đổ  nước vào người ông chủ (主)"".",18
用,dụng,sử dụng,Đây là hàng rào mà chúng ta  sử dụng ,18
回,hồi,quay xung quanh,Những thứ này thì  quay xung quanh ,18
度,độ,độ,Tay của bạn sẽ cảm thấy ấm áp hơn khi 21 độ trong một ngôi nhà,18
地,địa,đất,"Trong vùng  đất  này, có một con bọ cạp dưới đất (土).",18
代,đại,chuyển đổi,"""Tôi sẽ thay đổi vị trí của bạn""",18
昔,tích,thời gian dài,Hai mươi mốt ngày (日) trước đây là một thời gian dài ,18
官,quan,"công chức,viên chức chính phủ",Một  viên chức chính phủ  thì làm  trong một ngôi nhà lớn.,18
民,dân,người,Con người có một miệng (口) và họ tên (氏).,18
界,giới,"danh giới,bờ",Có một ranh giới   giữa ruộng lúa của bạn (田) và của tôi.,18
世,thế,thế giới,"Chữ hiragana せ giống như là せかい(thế giới),được làm từ chữ kanji này.",18
貸,thải,"cho vay,cho mượn","Thay vì (代) anh ấy, tôi sẽ  cho vay bạn tiền (cho bạn vay tiền)",18
借,tá,mượn,"Cách đây một thời gian(昔),tôi đã mượn một vài thứ từ một vài người",18
館,quán,tòa nhà,Quan chức chính phủ (庁) ăn (食) trong trong tòa nhà này,18
図,đồ,vẽ,Có ai đó đang vẽ.Nó giống như là  ツ và メ,18
不,bất,chưa,Nó thì không T(đúng).,19
竹,trúc,tre,Đây là thể hiện của cây tre,19
特,đặc,đặc biệt,Những con bò(牛) là  những động vật đặc biệt ở các đền (寺) Hindu,19
顔,nhan,mặt,"Khi ông mất chiếc mũ của mình ra khỏi đầu mình, bạn sẽ tìm thấy những vết sẹo trên khuôn mặt",19
京,kinh,thủ đô,Những ngôi nhà được xây dựng trên ngọn đồi nhỏ (小)  và nó trở thành   thủ đô,19
計,"kê, kế",đo đạc,"""Hãy  đo thời gian bằng cách đếm.""",19
正,chính,"đúng,phải",Là đúng khi dừng(止) ở đèn đỏ,19
合,hợp,"vừa,phù hợp",Một cái hộp  và cái  nắp  phù hợp  tốt.,19
別,biệt,"chia,tách",Chúng tôi  chia thịt với một con dao  thành 10.000 (万) miếng.,19
声,thanh,"giọng nói,hô","Một võ sĩ đạo (武) cất  tiếng nói  ""ko-e (コエ)"" ở cửa.",19
頭,đầu,đầu, Đầu  tôi trông giống như một hạt đậu (豆),19
便,tiện,thuận tiện,"Nếu thư đến trong một ngày (日), như thế thì thuận tiện ",19
以,dĩ,điểm xuất phát,Đây là vạch xuất phát,19
集,tập,tụ họp,Chim tụ họp trên cây,19
同,đồng,"cùng,tương tự",Những người đến ở và những người đi ra ngoài đều  sử dụng  cùng  b&gt; một cái cửa ,19
琴,cầm,câu trả lời, Câu trả lời của chúng tôi phù hợp (会) giống như là cái hộp tre (竹) và nắp của nó.,19
都,đô,"đô thị,trung tâm lớn","Tại trạm xe buýt, một người (者) đang chờ một chiếc xe buýt của đô thị lớn",20
戸,hộ,cửa,Đây là thể hiện của một cái cửa,20
場,trường,địa điểm,Đất(土) đai tốt và ánh mặt trời(日).Hãy lựa chọn địa điểm này,20
進,tiến,"lớn lên,tiến lên",Con chim đang lớn lên,20
旅,lữ,du lịch,Hai người đang đi du lịch   theo  hướng dẫn của một lá cờ.,20
通,thông,"vượt qua, thay thế",Tôi vượt qua hàng rào để thay đổi,20
物,vật,đồ vật,Bò (牛) và cáo đều là những vật sống,20
品,phẩm,sản phẩm,Đây là thể hiện của ba sản phẩm,20
池,trì,ao,Có một con tôm trong ao ,20
県,huyện,"quận,huyện",Chính phủ giữ một mắt (目) trên cái quận  nhỏ (小) ,20
堂,đường,"phòng,lâu đài",Nó là một cái  phòng  lớn  trên đất (土).,20
所,sở,địa điểm,Tôi đánh dấu cửa (戸) với một cái rìu để chỉ ra. Đây là một địa điểm ,20
建,kiến,xây dựng,"Trước khi xây dựng nó,bạn phải viết(書) một vài thứ và vẽ ra một bản kế hoạch",20
発,phát,bắt đầu,Con người bắt đầu đi bộ với hai chân,20
区,khu,"vùng,miền,khu",Khu b&gt; này được chia thành ba bức tường và hai con đường.,20
屋,ốc,mái nhà,Mọi người cần đất (土) và một  mái nhà ,20
汚,ô,bẩn,Một người đang uống nước bẩn.,21
果,quả,hoa quả,Nó là một cái cây(木) với hoa quả trên đó,21
甘,cam,"kẹo,ngọt",Kẹo mật ong ở trong một cái nồi.,21
冷,lãnh,"lạnh,rét mướt",Một người run rẩy trong  gió. lạnh ,21
丸,hoàn,"cuộn,vặn",Tôi  cuộn người mình,21
熱,nhiệt,hơi nóng,Tôi cuộn tròn chính mình để giữ hơi ấm thoát ra,21
消,tiêu,"biến mất,không xuất hiện",Mặt trăng(月) không xuất hiện vào mùa đông.,21
片,phiến,một bên,Đây là  một bên  của một cây.,21
付,phụ,"thêm,đính kèm",Tôi  đính kèm  một vài thứ cho một người.,21
酒,tửu,rượu,Nước tốt sẽ làm nên rượu tốt,21
皿,mãnh,đĩa,Có một cái bánh ở trên đĩa,21
個,cá,cá nhân,Mỗi cá nhân   có một niềm tin vững vàng (固),21
