西,tây,TÂY,3
西口,cửa phía tây,TÂY KHẨU,3
北西,tây bắc,BẮC TÂY,3
南西,tây nam,NAM TÂY,3
西洋,phía tây,TÂY DƯƠNG,3
関西,kansai,QUAN TÂY,3
東西,đông và tây,ĐÔNG TÂY,3
大西洋,đại tây dương,ĐẠI TÂY DƯƠNG,3
北,bắc,BẮC,3
北口,bắc tuyển sinh,BẮC KHẨU,3
北東,đông bắc,BẮC ĐÔNG,3
東北地方,quận tohoku,ĐÔNG BẮC ĐỊA PHƯƠNG,3
北海道,hokkaido,BẮC HẢI ĐẠO,3
南北,nam và bắc,NAM BẮC,3
北極,bắc cực,BẮC CỰC,3
男の子,con trai,NAM TỬ,4
男の人,đàn ông,NAM NHÂN,4
男性,đàn ông,NAM TÍNH,4
男子学生,sinh viên nam,"NAM TỬ HỌC SANH,SINH",4
長男,con trai cả,TRƯỜNG NAM,4
女の子,cô gái,NỮ TỬ,4
男の子,con trai,NAM TỬ,4
子供,con cái,TỬ CUNG,4
電子辞書,từ điển điện tử,ĐIỆN TỬ TỪ THƯ,4
女子学生,nữ sinh viên,"NỮ TỬ HỌC SANH,SINH",4
男子学生,học sinh nam,"NAM TỬ HỌC SANH,SINH",4
様子,xuất hiện,DẠNG TỬ,4
学生,sinh viên,"HỌC SANH,SINH",4
先生,giáo viên,"TIÊN SANH,SINH",4
生まれる,sinh,"SANH,SINH",4
生きる,sống,"SANH,SINH",4
誕生日,ngày sinh nhật,"ĐẢN SANH,SINH NHẬT",4
生える,lớn lên,"SANH,SINH",4
生,sống,"SANH,SINH",4
一生,cả đời,"NHẤT SANH,SINH",4
何,cái gì,HÀ,4
何か,một cái gì đó,HÀ,4
何人,bất cứ người nào,HÀ NHÂN,4
何時,khi nào,HÀ THỜI,4
何でも,bất cứ vật gì,HÀ,4
何度,nhiều lần,HÀ ĐỘ,4
幾何学,hình học,KI HÀ HỌC,4
母,mẹ,MẪU,4
お母さん,mom,MẪU,4
母の日,ngày của mẹ,MẪU NHẬT,4
祖母,bà ngoại,TỔ MẪU,4
父母,cha và mẹ,PHỤ MẪU,4
祖父母,ông bà,TỔ PHỤ MẪU,4
母語,tiêng mẹ đẻ,MẪU NGỮ,4
叔母/伯母,dì/dì,THÚC MẪU BÁ MẪU,4
去年,năm ngoái,KHỨ NIÊN,4
過去,quá khứ,QUÁ KHỨ,4
去る,rời khỏi,KHỨ,4
消去する,trong sáng,TIÊU KHỨ,4
除去する,tẩy,TRỪ KHỨ,4
王,vua,VƯƠNG,4
国王,quốc vương,QUỐC VƯƠNG,4
王様,vua,VƯƠNG DẠNG,4
女王,nữ hoàng,NỮ VƯƠNG,4
王女,công chúa,VƯƠNG NỮ,4
王子,hoàng tử,VƯƠNG TỬ,4
王国,kingdom,VƯƠNG QUỐC,4
お米,cơm,MỄ,5
米屋,cửa hàng gạo,MỄ ỐC,5
米国,mỹ,MỄ QUỐC,5
欧米,tây,ÂU MỄ,5
南米,nam mỹ,NAM MỄ,5
北米,bắc mỹ,BẮC MỄ,5
新米,chú tiểu,TÂN MỄ,5
良い,tốt,LƯƠNG,5
良心,lương tâm,LƯƠNG TÂM,5
不良,thất bại,BẤT LƯƠNG,5
奈良県,nara quận,NẠI LƯƠNG HUYỆN,5
飲む,uống,ẨM,5
飲み物,uống,ẨM VẬT,5
飲み屋,thanh,ẨM ỐC,5
飲み薬,nội y,ẨM DƯỢC,5
飲食店,nhà hàng,ẨM THỰC ĐIẾM,5
飲酒運転,say rượu lái xe,ẨM TỬU VẬN CHUYỂN,5
飲料水,uống nước,ẨM LIỆU THỦY,5
会う,gặp,HỘI,5
会話,đàm thoại,HỘI THOẠI,5
会社,công ty,HỘI XÃ,5
会社員,nhân viên công ty,HỘI XÃ VIÊN,5
会議,hội nghị,HỘI NGHỊ,5
会場,địa điểm,"HỘI TRÀNG,TRƯỜNG",5
国会,nghị viện,QUỐC HỘI,5
会釈,gật đầu,HỘI THÍCH,5
聞く,nghe,VĂN,5
聞こえる,nghe,VĂN,5
新聞,báo,TÂN VĂN,5
聞き取る,catch,VĂN THỦ,5
前代未聞,chưa từng có,TIỀN ĐẠI VỊ VĂN,5
話す,nói,THOẠI,5
話,câu chuyện,THOẠI,5
会話,đàm thoại,HỘI THOẠI,5
電話,điện thoại,ĐIỆN THOẠI,5
世話,chăm sóc,THẾ THOẠI,5
話題,chủ đề,THOẠI ĐỀ,5
話し合う,bàn luận,THOẠI HỢP,5
手話,ngôn ngữ cử chỉ,THỦ THOẠI,5
待つ,đợi,ĐÃI,5
招待する,mời,CHIÊU ĐÃI,5
待合室,phòng chờ,ĐÃI HỢP THẤT,5
待ち合わせる,gặp,ĐÃI HỢP,5
期待する,chờ đợi,KÌ ĐÃI,5
待望,hy vọng,ĐÃI VỌNG,5
今週,tuần này,KIM CHU,5
来週,tuần tới,LAI CHU,5
先週,tuần trước,TIÊN CHU,5
毎週,hàng tuần,MỖI CHU,5
一週間,một tuần,NHẤT CHU GIAN,5
週末,cuối tuần,CHU MẠT,5
週刊,hàng tuần,CHU SAN,5
高い,cao,CAO,6
高校,trung học,CAO GIÁO,6
高校生,học sinh trung học,"CAO GIÁO SANH,SINH",6
最高,cao nhất,TỐI CAO,6
高級,cao cấp,CAO CẤP,6
高める,nâng cao,CAO,6
円高,yen mạnh,VIÊN CAO,6
残高,balance,TÀN CAO,6
新しい,mới,TÂN,6
新聞,báo,TÂN VĂN,6
新幹線,tàu cao tốc,TÂN CÁN TUYẾN,6
新年,năm mới,TÂN NIÊN,6
新鮮な,tươi,TÂN TIÊN,6
新たな,tươi,TÂN,6
新潟,niigata,TÂN TÍCH,6
元気な,lanh lợi,NGUYÊN KHÍ,6
元日,ngày đầu năm,NGUYÊN NHẬT,6
足元,chân,TÚC NGUYÊN,6
地元,địa phương,ĐỊA NGUYÊN,6
三次元,ba chiều,TAM THỨ NGUYÊN,6
元,gốc,NGUYÊN,6
紀元前,trước công nguyên,KỈ NGUYÊN TIỀN,6
多い,nhiều,ĐA,6
多分,có lẽ,ĐA ,6
多少,hơi,ĐA THIỂU,6
滅多に,hiếm,DIỆT ĐA,6
多数決,nguyên tắc đa số,"ĐA SỔ,SỐ QUYẾT",6
多数,số,"ĐA SỔ,SỐ",6
多量,số lượng lớn,ĐA LƯỢNG,6
少し,một chút,THIỂU,6
少ない,ít,THIỂU,6
少年,con trai,THIỂU NIÊN,6
少女,cô gái,THIỂU NỮ,6
少々,hơi,THIỂU,6
減少,giảm,GIẢM THIỂU,6
少量,lượng nhỏ,THIỂU LƯỢNG,6
早い,sớm,TẢO,6
早い,sớm,TẢO,6
早く,sớm,TẢO,6
早口,nói nhanh,TẢO KHẨU,6
早送り,nhanh chóng chuyển tiếp,TẢO TỐNG,6
早める,vội,TẢO,6
早速,ngay,TẢO TỐC,6
早朝,sáng sớm,TẢO TRIỀU,6
明るい,sáng,MINH,6
明日,ngày mai,MINH NHẬT,6
説明,miêu tả,THUYẾT MINH,6
証明書,giấy chứng nhận,CHỨNG MINH THƯ,6
明後日,ngày mốt,MINH HẬU NHẬT,6
打ち明ける,tâm sự,ĐẢ MINH,6
明らか,trong sáng,MINH,6
出る,rời khỏi,XUẤT,7
出かける,đi ra,XUẤT,7
出す,đặt ra,XUẤT,7
出口,lối ra,XUẤT KHẨU,7
思い出す,nhớ lại,TƯ XUẤT,7
輸出,xuất khẩu,THÂU XUẤT,7
出席,sự tham dự,XUẤT TỊCH,7
提出,thông tin,ĐỀ XUẤT,7
町,thành phố,ĐINH,7
北山町,thành phố kitayama,"BẮC SAN,SƠN ĐINH",7
町長,thị trưởng,ĐINH TRƯỜNG,7
町民,dân tỉnh lỵ,ĐINH DÂN,7
城下町,thị trấn castle,THÀNH HẠ ĐINH,7
港町,thành phố cảng,CẢNG ĐINH,7
雨,mưa,VŨ,7
梅雨,mùa mưa,MAI VŨ,7
大雨,mưa nặng hạt,ĐẠI VŨ,7
雨季,mùa mưa,VŨ QUÝ,7
暴風雨,bão,"BẠO,BỘC PHONG VŨ",7
雨水,nước mưa,VŨ THỦY,7
車,xe hơi,XA,7
電車,tàu điện,ĐIỆN XA,7
自動車,xe hơi,TỰ ĐỘNG XA,7
自転車,xe đạp,TỰ CHUYỂN XA,7
駐車場,đậu xe,"TRÚ XA TRÀNG,TRƯỜNG",7
救急車,xe cứu thương,CỨU CẤP XA,7
車いす,xe lăn,XA,7
馬,ngựa,MÃ,7
子馬,ngựa con,TỬ MÃ,7
馬小屋,ổn định,MÃ TIỂU ỐC,7
馬車,xe ngựa,MÃ XA,7
乗車,đi chơi,THỪA XA,7
競馬,đua ngựa,CẠNH MÃ,7
馬鹿,lừa gạt,MÃ LỘC,7
学校,trường học,HỌC GIÁO,7
高校,trung học,CAO GIÁO,7
中学校,trung học cơ sở,TRUNG HỌC GIÁO,7
小学校,trường tiểu học,TIỂU HỌC GIÁO,7
校長,hiệu trưởng,GIÁO TRƯỜNG,7
校舎,xây dựng trường học,GIÁO XÁ,7
効果,hiệu ứng,HIỆU QUẢ,7
銀行,ngân hàng,NGÂN HÀNH,7
銀,bạc,NGÂN,7
水銀,thủy ngân,THỦY NGÂN,7
銀色,bạc,NGÂN SẮC,7
銀河,thiên hà,NGÂN HÀ,7
病気,căn bệnh,BỆNH KHÍ,7
病院,bệnh viện,BỆNH VIỆN,7
看病する,nuôi dưỡng để,KHÁN BỆNH,7
急病,bệnh đột ngột,CẤP BỆNH,7
重病,bệnh nặng,TRỌNG BỆNH,7
病む,suy nhược,BỆNH,7
病,căn bệnh,BỆNH,7
疾病,căn bệnh,TẬT BỆNH,7
走る,chạy,TẨU,8
ご馳走,tiệc, TẨU,8
脱走,sự đào ngũ,THOÁT TẨU,8
闘争,cuộc tranh đấu,ĐẤU TRANH,8
走行,du lịch,TẨU HÀNH,8
暴走族,xe máy gang,"BẠO,BỘC TẨU TỘC",8
師走,tháng 12 âm lịch,SƯ TẨU,8
貝,động vật có vỏ,BỐI,8
貝殻,vỏ sò,BỐI XÁC,8
巻き貝,ốc xà cừ,QUYỂN BỐI,8
貝細工,trang trí bằng vỏ sò,BỐI TẾ CÔNG,8
売る,bán,MẠI,8
売れる,bán,MẠI,8
売り切れる,nó được bán ra,MẠI THIẾT,8
売り場,bộ,"MẠI TRÀNG,TRƯỜNG",8
売店,cửa hàng,MẠI ĐIẾM,8
自動販売機,máy bán hàng tự động,TỰ ĐỘNG PHÁN MẠI CƠ,8
大売出し,big sale,ĐẠI MẠI XUẤT,8
商売,kinh doanh,THƯƠNG MẠI,8
読む,đọc,ĐỌC,8
読み物,tài liệu đọc,ĐỌC VẬT,8
読書,cách đọc,ĐỌC THƯ,8
読者,đọc,ĐỌC GIẢ,8
句読点,chấm câu,CÚ ĐỌC ĐIỂM,8
愛読書,cuốn sách yêu thích,ÁI ĐỌC THƯ,8
帰る,trở về,QUY,8
帰国,trở về nhà,QUY QUỐC,8
帰り,trở về,QUY,8
行き帰り,và trở lại,HÀNH QUY,8
日帰り旅行,chuyến đi trong ngày,NHẬT QUY LỮ HÀNH,8
帰宅,trở về nhà,QUY TRẠCH,8
帰化,tịch,QUY HÓA,8
勉強する,nghiên cứu,MIỄN CƯỜNG,8
勤勉な,chăm chỉ,CẦN MIỄN,8
勉学,nghiên cứu,MIỄN HỌC,8
虫,côn trùng,TRÙNG,8
虫歯,sâu răng,TRÙNG XỈ,8
弱虫,nhát gan,NHƯỢC TRÙNG,8
昆虫,côn trùng,CÔN TRÙNG,8
持つ,có,TRÌ,8
お金持ち,giàu có,KIM TRÌ,8
気持ち,cảm giác,KHÍ TRÌ,8
持ち物,đồ dùng,TRÌ VẬT,8
持ち上げる,thang máy,TRÌ THƯỢNG,8
支持する,ủng hộ,CHI TRÌ,8
維持する,duy trì,DUY TRÌ,8
持続する,kiên gan,TRÌ TỤC,8
夏,mùa hè,HẠ,9
夏休み,kỳ nghỉ hè,HẠ HƯU,9
夏服,mùa hè quần áo,HẠ PHỤC,9
真夏,khoảng giữa mùa hè,CHÂN HẠ,9
初夏,đầu mùa hè,SƠ HẠ,9
夏至,hạ chí,HẠ CHÍ,9
春夏秋冬,xuân hạ thu đông,XUÂN HẠ THU ĐÔNG,9
冬,mùa đông,ĐÔNG,9
冬休み,kỳ nghỉ mùa đông,ĐÔNG HƯU,9
真冬,thời gian giữa mùa đông,CHÂN ĐÔNG,9
冬至,đông chí,ĐÔNG CHÍ,9
冬眠,ngủ đông,ĐÔNG MIÊN,9
暖冬,mùa đông ôn hòa,NOÃN ĐÔNG,9
春夏秋冬,xuân hạ thu đông,XUÂN HẠ THU ĐÔNG,9
昼,buổi trưa,TRÚ,9
昼間,ban ngày,TRÚ GIAN,9
昼休み,ăn trưa,TRÚ HƯU,9
昼ご飯,bữa trưa,TRÚ PHẠN,9
昼食,bữa trưa,TRÚ THỰC,9
昼寝,nap,TRÚ TẨM,9
読み方,cách đọc,ĐỌC PHƯƠNG,9
夕方,chiều,TỊCH PHƯƠNG,9
あの方,quý ông,PHƯƠNG,9
両方,cả hai,LẠNG PHƯƠNG,9
方法,làm sao,PHƯƠNG PHÁP,9
方向,phương hướng,PHƯƠNG HƯỚNG,9
方言,thổ ngữ,PHƯƠNG NGÔN,9
長方形,rectangle,TRƯỜNG PHƯƠNG HÌNH,9
夜,đêm,DẠ,9
今夜,tối nay,KIM DẠ,9
夜中,nữa đêm,DẠ TRUNG,9
夜明け,rạng đông,DẠ MINH,9
深夜,đêm khuya,THÂM DẠ,9
夜食,cơm tối,DẠ THỰC,9
徹夜する,thức cả đêm,TRIỆT DẠ,9
手,tay,THỦ,9
下手な,nghèo,HẠ THỦ,9
上手な,tốt,THƯỢNG THỦ,9
手紙,thư,THỦ CHỈ,9
お手洗い,phòng vệ sinh,THỦ TẨY,9
切手,tem,THIẾT THỦ,9
手伝う,giúp,THỦ TRUYỀN,9
歌手,ca sĩ,CA THỦ,9
体,thân thể,THỂ,9
体重,trọng lượng,THỂ TRỌNG,9
体操,thể dục,THỂ THAO,9
体温,nhiệt độ cơ thể,THỂ ÔN,9
全体,toàn thể,TOÀN THỂ,9
団体,cơ quan,ĐOÀN THỂ,9
世間体,những người có địa vị,THẾ GIAN THỂ,9
体調,điều kiện vật lý,THỂ ĐIỀU,9
山,núi,"SAN,SƠN",10
山道,đường núi,"SAN,SƠN ĐẠO",10
山田さん,yamada,"SAN,SƠN ĐIỀN",10
富士山,núi fuji,"PHÚ SĨ SAN,SƠN",10
火山,núi lửa,"HỎA SAN,SƠN",10
山火事,wildfire,"SAN,SƠN HỎA SỰ",10
登山,thú leo núi,"ĐĂNG SAN,SƠN",10
山林,rừng núi,"SAN,SƠN LÂM",10
森林,rừng,SÂM LÂM,10
森田さん,morita,SÂM ĐIỀN,10
森林,rừng,SÂM LÂM,10
海,biển,HẢI,10
北海道,hokkaido,BẮC HẢI ĐẠO,10
海外,nước ngoài,HẢI NGOẠI,10
エーゲ海,biển aegean,HẢI,10
海岸,bờ biển,HẢI NGẠN,10
海賊,cướp biển,HẢI TẶC,10
海藻,rong biển,HẢI TẢO,10
海水,nước biển,HẢI THỦY,10
花,hoa,HOA,10
花見,ngắm hoa anh đào,HOA KIẾN,10
花火,pháo bông,HOA HỎA,10
花屋,người bán hoa,HOA ỐC,10
花嫁,vị hôn thê,HOA GIÁ,10
生け花,ikebana,"SANH,SINH HOA",10
花瓶,cái bình,HOA BÌNH,10
花粉症,khô như cỏ,HOA PHẤN CHỨNG,10
赤/赤い,red/đỏ,XÍCH XÍCH,10
赤ちゃん,em bé,XÍCH,10
赤字,hụt,XÍCH TỰ,10
真っ赤,đỏ sáng,CHÂN XÍCH,10
赤十字,chữ thập đỏ,XÍCH THẬP TỰ,10
赤道,đường xích đạo,XÍCH ĐẠO,10
赤飯,gạo đỏ festive,XÍCH PHẠN,10
赤外線,hồng ngoại,XÍCH NGOẠI TUYẾN,10
白/白い,màu trắng/trắng,BẠCH BẠCH,10
白黒,đen và trắng,BẠCH HẮC,10
面白い,thú vị,DIỆN BẠCH,10
白髪,tóc màu xám,BẠCH PHÁT,10
真っ白,màu trắng tinh khiết,CHÂN BẠCH,10
白紙,trắng,BẠCH CHỈ,10
白鳥,chim thiên nga,BẠCH ĐIỂU,10
白夜,trắng đêm,BẠCH DẠ,10
黒/黒い,đen/đen,HẮC HẮC,10
白黒,đen và trắng,BẠCH HẮC,10
黒猫,meo đen,HẮC MIÊU,10
真っ黒,màu đen,CHÂN HẮC,10
黒字,số dư,HẮC TỰ,10
作る,làm,TÁC,11
手作り,làm bằng tay,THỦ TÁC,11
作文,viết,TÁC VĂN,11
作品,công việc,TÁC PHẨM,11
作家,họa sĩ,TÁC GIA,11
操作,hoạt động,THAO TÁC,11
名作,kiệt tác,DANH TÁC,11
動作,cư xử,ĐỘNG TÁC,11
料理,nấu ăn,LIỆU LÍ,11
食料品,tạp hóa,THỰC LIỆU PHẨM,11
無料,tự do, LIỆU,11
料金,học phí,LIỆU KIM,11
授業料,học phí,THỤ NGHIỆP LIỆU,11
給料,tiền lương,CẤP LIỆU,11
材料,vật chất,TÀI LIỆU,11
資料,vật chất,TƯ LIỆU,11
料理,nấu ăn,LIỆU LÍ,11
無理な,vô lý, LÍ,11
理由,lý do,LÍ DO,11
地理,địa lý,ĐỊA LÍ,11
修理,sửa,TU LÍ,11
理想,lý tưởng,LÍ TƯỞNG,11
理解,hiểu biết,LÍ GIẢI,11
心理学,tâm lý học,TÂM LÍ HỌC,11
ご飯,cơm,PHẠN,11
朝ご飯,bữa ăn sáng,TRIỀU PHẠN,11
昼ご飯,bữa trưa,TRÚ PHẠN,11
晩ご飯,bữa tối,VÃN PHẠN,11
飯,thức ăn,PHẠN,11
炊飯器,nồi cơm điện,XUY PHẠN KHÍ,11
牛,gia súc,NGƯU,11
牛肉,thịt bò,NGƯU NHỤC,11
牛乳,sữa,NGƯU NHŨ,11
牡牛座,kim ngưu, NGƯU TỌA,11
水牛,trâu,THỦY NGƯU,11
牛丼,bò bát,NGƯU ,11
闘牛,đấu bò,ĐẤU NGƯU,11
肉,thịt,NHỤC,11
牛肉,thịt bò,NGƯU NHỤC,11
豚肉,thịt heo,ĐỒN NHỤC,11
鳥肉,thịt gia cầm,ĐIỂU NHỤC,11
肉屋,người bán thịt,NHỤC ỐC,11
筋肉,bắp thịt,CÂN NHỤC,11
皮肉,irony,BÌ NHỤC,11
予定,kế hoạch,DỮ ĐỊNH,11
予約,đặt phòng,DỮ ƯỚC,11
予習,sự chuẩn bị,DỮ TẬP,11
天気予報,dự báo thời tiết,THIÊN KHÍ DỮ BÁO,11
予算,ngân sách,DỮ TOÁN,11
予測,dự báo,DỮ TRẮC,11
予防,phòng ngừa,DỮ PHÒNG,11
予言,lời tiên tri,DỮ NGÔN,11
野菜,rau,DÃ THÁI,11
菜園,vườn rau,THÁI VIÊN,11
菜の花,dòng mù tạt,THÁI HOA,11
山菜,rau hoang dã,"SAN,SƠN THÁI",11
菜食主義,ăn chay,THÁI THỰC CHỦ NGHĨA,11
音楽,âm nhạc,"ÂM NHẠC,LẠC",12
音楽,âm nhạc,"ÂM NHẠC,LẠC",12
発音,phát âm,PHÁT ÂM,12
録音,máy thu âm,LỤC ÂM,12
音量,thể tích,ÂM LƯỢNG,12
母音,nguyên âm,MẪU ÂM,12
子音,phụ âm,TỬ ÂM,12
本音,bất ý,BỔN ÂM,12
歌,bài hát,CA,12
歌う,hát,CA,12
歌手,ca sĩ,CA THỦ,12
歌詞,lời bài hát,CA TỪ,12
短歌,tanka,ĐOẢN CA,12
国家,quốc gia,QUỐC GIA,12
校歌,bài hát của trường,GIÁO CA,12
自転車,xe đạp,TỰ CHUYỂN XA,12
運転,lái xe,VẬN CHUYỂN,12
運転手,người lái xe,VẬN CHUYỂN THỦ,12
転ぶ,rơi xuống,CHUYỂN,12
転がる,cuộn,CHUYỂN,12
回転寿司,rotation sushi,"HỒI CHUYỂN  TI,TƯ",12
転職,thay đổi nghề nghiệp,CHUYỂN CHỨC,12
転校,thay đổi trường học,CHUYỂN GIÁO,12
写真,ảnh,TẢ CHÂN,12
写す,bản sao,TẢ,12
写真家,nhiếp ảnh gia,TẢ CHÂN GIA,12
写生,chân dung,"TẢ SANH,SINH",12
複写,bản sao,PHỨC TẢ,12
描写する,miêu tả để,MIÊU TẢ,12
写実主義,chủ nghĩa hiện thực,TẢ THỰC CHỦ NGHĨA,12
二台,hai đơn vị,NHỊ THAI,12
台所,nhà bếp,THAI SỞ,12
台風,bão,THAI PHONG,12
台,nền tảng,THAI,12
舞代,vô giá,VŨ ĐẠI,12
台湾,đài loan,THAI LOAN,12
台本,nhạc kịch,THAI BỔN,12
中央,trung tâm,TRUNG ƯƠNG,12
中央線,đường trung tâm,TRUNG ƯƠNG TUYẾN,12
中央集権,tập trung,TRUNG ƯƠNG TẬP QUYỀN,12
映画,phim,ÁNH HỌA,12
漫画,hoạt họa,MẠN HỌA,12
計画,kế hoạch,KẾ HỌA,12
画家,họa sĩ,HỌA GIA,12
絵画,bức tranh,HỘI HỌA,12
画数,số nét,"HỌA SỔ,SỐ",12
画素,điểm ảnh,HỌA TỐ,12
羊,con cừu,DƯƠNG,12
小羊,cừu,TIỂU DƯƠNG,12
羊毛,len,DƯƠNG MAO,12
山羊,con dê,"SAN,SƠN DƯƠNG",12
家,nhà,GIA,13
家族,gia đình,GIA TỘC,13
家庭,nhà,GIA ĐÌNH,13
家内,vợ,GIA NỘI,13
家事,công việc nhà,GIA SỰ,13
大家,địa chủ,ĐẠI GIA,13
家賃,thuê,GIA NHẪM,13
山田家,nhà yamada,"SAN,SƠN ĐIỀN GIA",13
矢,mũi tên,THỈ,13
