黒/黒い,くろ/くろい,đen/đen,HẮC HẮC,10
白黒,しろくろ,đen và trắng,BẠCH HẮC,10
黒猫,くろねこ,meo đen,HẮC MIÊU,10
真っ黒,まっくろ,màu đen,CHÂN HẮC,10
黒字,くろじ,số dư,HẮC TỰ,10
川,かわ,sông,XUYÊN,10
小川さん,おがわさん,ogawa,TIỂU XUYÊN,10
ナイル川,ナイルがわ,sông nile,XUYÊN,10
天の川,あまのかわ,dãi ngân hà,THIÊN XUYÊN,10
川岸,かわぎし,bờ sông,XUYÊN NGẠN,10
川遊び,かわあそび,dòng sông,XUYÊN DU,10
河川,かせん,rivers,HÀ XUYÊN,10
林,はやし,rừng,LÂM,10
小林さん,こばやしさん,kobayashi,TIỂU LÂM,10
森林,しんりん,rừng,SÂM LÂM,10
山林,さんりん,rừng núi,"SAN,SƠN LÂM",10
林業,りんぎょう,lâm nghiệp,LÂM NGHIỆP,10
松林,まつばやし,rừng thông,TÙNG LÂM,10
林道,りんどう,đường rừng,LÂM ĐẠO,10
密林,みつりん,rừng rậm,MẬT LÂM,10
空,うつお,bầu trời,KHÔNG,10
空気,くうき,không khí,KHÔNG KHÍ,10
空港,くうこう,sân bay,KHÔNG CẢNG,10
航空便,こうくうびん,chuyến bay,HÀNG KHÔNG TIỆN,10
空手,からて,karate,KHÔNG THỦ,10
空く,あく,trở nên trống rỗng,KHÔNG,10
空っぽ,からっぽ,trống,KHÔNG,10
大空,おおぞら,bầu trời,ĐẠI KHÔNG,10
化学,かがく,hóa học,HÓA HỌC,10
文化,ぶんか,văn hóa,VĂN HÓA,10
お化け,おばけ,quái vật,HÓA,10
化粧,けしょう,trang điểm,HÓA ,10
民主化,みんしゅか,dân chủ hóa,DÂN CHỦ HÓA,10
変化,へんか,thay đổi,BIẾN HÓA,10
進化,しんか,sự phát triển,TIẾN HÓA,10
天気,てんき,thời tiết,THIÊN KHÍ,10
天気予報,てんきよほう,dự báo thời tiết,THIÊN KHÍ DỮ BÁO,10
天国,てんごく,trời,THIÊN QUỐC,10
天皇,すめらぎ,hoàng đế,THIÊN HOÀNG,10
天使,てんし,thiên thần,THIÊN SỬ,10
天才,てんさい,thiên tài,THIÊN TÀI,10
天の川,あまのかわ,dãi ngân hà,THIÊN XUYÊN,10
天文学,てんもんがく,thiên văn học,THIÊN VĂN HỌC,10
青/青い,あお/あおい,màu xanh/màu xanh,THANH THANH,10
青空,あおぞら,trời xanh,THANH KHÔNG,10
青信号,あおしんごう,đèn xanh,THANH TÍN HÀO,10
青森,あおもり,aomori,THANH SÂM,10
青年,せいねん,tuổi trẻ,THANH NIÊN,10
真っ青,まっさお,xanh đậm,CHÂN THANH,10
青春,せいしゅん,tuổi trẻ,THANH XUÂN,10
色,いろ,màu,SẮC,10
色々な,いろいろな,khác nhau,SẮC,10
水色,みずいろ,ánh sáng màu xanh,THỦY SẮC,10
灰色,はいいろ,màu xám,HÔI SẮC,10
色鉛筆,いろえんぴつ,màu bút chì,SẮC DUYÊN BÚT,10
景色,けいしょく,phong cảnh,CẢNH SẮC,10
特色,とくしょく,đặc tính,ĐẶC SẮC,10
脱色,だっしょく,làm phai màu,THOÁT SẮC,10
魚,うお,cá,NGƯ,10
魚屋,さかなや,người bán cá,NGƯ ỐC,10
小魚,こざかな,nhỏ cá,TIỂU NGƯ,10
魚市場,うおいちば,chợ cá,"NGƯ THỊ TRÀNG,TRƯỜNG",10
金魚,きんぎょ,cá vàng,KIM NGƯ,10
人魚,にんぎょ,mỹ nhân ngư,NHÂN NGƯ,10
熱帯魚,ねったいぎょ,cá nhiệt đới,NHIỆT ĐỚI NGƯ,10
魚介類,ぎょかいるい,hải sản,NGƯ GIỚI LOẠI,10
犬,いぬ,chó,KHUYỂN,10
子犬,こいぬ,chó con,TỬ KHUYỂN,10
番犬,ばんけん,chó giữ nhà,PHIÊN KHUYỂN,10
盲導犬,もうどうけん,chó dẫn đường,MANH ĐẠO KHUYỂN,10
犬猿の仲,けんえんのなか,mèo và chó,KHUYỂN VIÊN TRỌNG,10
猟犬,かりいぬ,chó săn,LIỆP KHUYỂN,10
狂犬病,きょうけんびょう,bệnh dại,CUỒNG KHUYỂN BỆNH,10
太い,ふとい,dầy,THÁI,10
太る,ふとる,tăng cân,THÁI,10
太陽,たいよう,mặt trời,THÁI DƯƠNG,10
太鼓,たいこ,drum,THÁI CỔ,10
皇太子,こうたいし,hoàng thái tử,HOÀNG THÁI TỬ,10
太平洋,たいへいよう,thái bình dương,THÁI BÌNH DƯƠNG,10
丸太,まるた,đăng nhập,HOÀN THÁI,10
