英国,えいこく,nước anh,ANH QUỐC,14
英会話,えいかいわ,đàm thoại tiếng anh,ANH HỘI THOẠI,14
英和辞典,えいわじてん,từ điển anh-nhật bản,ANH HÒA TỪ ĐIỂN,14
和英辞典,わえいじてん,nhật-anh từ điển,HÒA ANH TỪ ĐIỂN,14
問題,もんだい,vấn đề,VẤN ĐỀ,14
質問,しつもん,câu hỏi,CHẤT VẤN,14
問い,とい,câu hỏi,VẤN,14
問い合わせ,といあわせ,tin nhắn của bạn,VẤN HỢP,14
訪問,ほうもん,tiếng kêu,PHÓNG VẤN,14
疑問,ぎもん,câu hỏi,NGHI VẤN,14
学問,がくもん,học vấn,HỌC VẤN,14
問屋,といや,bán buôn,VẤN ỐC,14
宿題,しゅくだい,việc nhà,TÚC ĐỀ,14
下宿,げしゅく,nhà trọ,HẠ TÚC,14
宿泊,しゅくはく,chổ trọ,TÚC BẠC,14
宿,しゅく,quán trọ,TÚC,14
民宿,みんしゅく,nhà khách,DÂN TÚC,14
雨宿り,あまやどり,che chở,VŨ TÚC,14
試験,しけん,thử,THÍ NGHIỆM,14
試合,しあい,trận đấu,THÍ HỢP,14
試す,ためす,thử,THÍ,14
試みる,こころみる,thử,THÍ,14
入学試験,にゅうがくしけん,kỳ thi tuyển sinh,NHẬP HỌC THÍ NGHIỆM,14
試食,ししょく,nếm,THÍ THỰC,14
教える,おしえる,dạy,GIÁO,14
教室,きょうしつ,lớp học,GIÁO THẤT,14
教会,きょうかい,nhà thờ,GIÁO HỘI,14
教育,きょういく,sự giáo dục,GIÁO DỤC,14
教授,きょうじゅ,giáo sư,GIÁO THỤ,14
教師,きょうし,giáo viên,GIÁO SƯ,14
教科書,きょうかしょ,sách giáo khoa,GIÁO KHOA THƯ,14
宗教,しゅうきょう,tôn giáo,TÔN GIÁO,14
教わる,おそわる,nó được dạy,GIÁO,14
教室,きょうしつ,lớp học,GIÁO THẤT,14
研修室,けんしゅうしつ,phòng đào tạo,NGHIÊN TU THẤT,14
会議室,かいぎしつ,phòng họp,HỘI NGHỊ THẤT,14
待合室,まちあいしつ,phòng chờ,ĐÃI HỢP THẤT,14
温室,おんしつ,nhà kính,ÔN THẤT,14
地下室,ちかしつ,tầng hầm,ĐỊA HẠ THẤT,14
和室,わしつ,phòng kiểu nhật,HÒA THẤT,14
浴室,よくしつ,phòng tắm,DỤC THẤT,14
本屋,ほんおく,hiệu sách,BỔN ỐC,14
屋上,おくじょう,mái nhà,ỐC THƯỢNG,14
八百屋,やおや,người bán rau,BÁT BÁCH ỐC,14
部屋,へや,phòng,BỘ ỐC,14
床屋,とこや,thợ hớt tóc,SÀNG ỐC,14
屋根,やね,mái nhà,ỐC CĂN,14
名古屋,なごや,nagoya,DANH CỔ ỐC,14
酒屋,さかや,quán rượu,TỬU ỐC,14
習う,ならう,học hỏi,TẬP,14
練習,れんしゅう,tập luyện,LUYỆN TẬP,14
習慣,しゅうかん,thói quen,TẬP QUÁN,14
復習,ふくしゅう,xem lại,PHỤC TẬP,14
予習,よしゅう,sự chuẩn bị,DỮ TẬP,14
学習,がくしゅう,nghiên cứu,HỌC TẬP,14
自習,じしゅう,tự học,TỰ TẬP,14
習字,しゅうじ,viết văn,TẬP TỰ,14
文学,ぶんがく,văn chương,VĂN HỌC,14
作文,さくぶん,viết,TÁC VĂN,14
文化,ぶんか,văn hóa,VĂN HÓA,14
文字,もじ,nhân vật,VĂN TỰ,14
文法,ぶんぽう,văn phạm,VĂN PHÁP,14
英文,えいぶん,câu tiếng anh,ANH VĂN,14
文句,もんく,lời phàn nàn,VĂN CÚ,14
文,あや,câu văn,VĂN,14
質問,しつもん,câu hỏi,CHẤT VẤN,14
質問,しつもん,câu hỏi,CHẤT VẤN,14
性質,せいしつ,bản chất,TÍNH CHẤT,14
物質,ぶっしつ,vật chất,VẬT CHẤT,14
素質,そしつ,triệu chứng phát bịnh,TỐ CHẤT,14
神経質,しんけいしつ,căng thẳng,THẦN KINH CHẤT,14
質屋,しちや,tiệm cầm đồ,CHẤT ỐC,14
説明,せつめい,miêu tả,THUYẾT MINH,14
小説,しょうせつ,tiểu thuyết,TIỂU THUYẾT,14
解説,かいせつ,bình luận,GIẢI THUYẾT,14
解説,かいせつ,bình luận,GIẢI THUYẾT,14
説得する,せっとくする,khuyên,THUYẾT ĐẮC,14
説教する,せっきょうする,thuyết giáo,THUYẾT GIÁO,14
仮説,かせつ,giả thuyết,GIẢ THUYẾT,14
得,う,lợi,ĐẮC,14
遊説,ゆうぜい,vận động tuyển cử,DU THUYẾT,14
