"Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー""","本(bản) - moto, hon",本,"もと, ホン","sách,cơ bản",bản,2
Một người đang đứng với hai chân,"人(nhân) - hito, jin, nin",人,"ひと, ジン, ニン",người,nhân,2
Bạn đang làm gì bây giờ?,"今(kim) - ima, kon, kin",今,"いま, コン, キン",bây giờ,kim,2
"Nhìn kia,có một ngôi đền trên mặt đất","寺(tự) - tera, ji",寺,"てら, ジ",đền,tự,2
"Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian","時(thời) - toki, ji",時,"とき, ジ",thời gian,thời,2
"Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt ","半(bán) - naka_ba, han",半,"なか_ば, ハン",nửa,bán,2
Đây là thể hiện của một thanh kiếm,"刀(đao) - katana, too",刀,"かたな, トオ","kiếm,dao",đao,2
Hãy chia ra.Nó sẽ thành nửa với một con dao,"分(phân) - wa_keru, bun, fun, bu",分,"わ_ける, ブン, フン, ブ","phút,chia",phân,2
Đây là bên trên của một dòng,"上(thượng) - a_geru, ue, kami, no_bosu, joo, shoo",上,"あ_げる, うえ, かみ, の_ぼす, ジョオ, ショオ",trên,thượng,3
Đây là bên dưới của một dòng,"下(hạ) - shita, shimo, moto, kuda_ru, sage_ru, oro_su, ka, ge",下,"した, しも, もと, くだ_る, さげ_る, おろ_す, カ, ゲ",dưới,hạ,3
Đây là giữa của một vòng tròn,"中(trung) - naka, chuu",中,"なか, チュウ","giữa,trung tâm",trung,3
Bạn nên hút thuốc(トバコ) bên ngoài,"外(ngoại) - hazu_su, gai, ge",外,"はず_す, ガイ, ゲ",ngoài,ngoại,3
Tôi ăn với tay phải của tôi,"右(hữu) - migi, u, yuu",右,"みぎ, ウ, ユウ",phải,hữu,3
Đây là hình dạng của cái thước của người thợ thủ công,"工(công) - , koo, ku",工,", コオ, ク",thủ công,công,3
Tôi đo thước với tay trái của tôi,"左(tả) - hidari, sa",左,"ひだり, サ",trái,tả,3
Tôi chuẩn bị cho bữa tối trước khi mặt trăng lên,"前(tiền) - mae, zen",前,"まえ, ゼン",trước,tiền,3
Một người đang đi  trở lại  trên đường phố.,"後(hậu) - nochi, ushi_ro, ato, oku_reru, go, koo",後,"のち, うし_ろ, あと, おく_れる, ゴ, コオ",sau,hậu,3
Chữ Kanji này có mười (十) và hai (二). Mười hai (十二) giờ là  trưa  b&gt;.,"午(ngọ) - , go",午,", ゴ",trưa,ngọ,3
Đây là thể hiện của cái cổng,"門(môn) - kado, mon",門,"かど, モン",cổng,môn,3
Chúng ta có thể thấy mặt trời(日) giữa cái cổng(門).,"間(gian) - aida, ma, kan, ken",間,"あいだ, ま, カン, ケン",giữa,gian,3
Mặt trời (日) mọc phía đông.Có thể nhìn thấy mặt trời(日) dưới một cái cây(木).,"東(đông) - higashi, too",東,"ひがし, トオ",đông,đông,3
Một(一) trong bốn(四) góc thì là phía tây,"西(tây) - nishi, sei, sai",西,"にし, セイ, サイ",tây,tây,3
Hai cái cây trồng trong vườn hướng mặt về phía nam,"南(nam) - minami, nan, na",南,"みなみ, ナン, ナ",nam,nam,3
Hai người đang quay mặt nhau bởi vì trời lạnh ở phía bắc,"北(bắc) - kita, hoku",北,"きた, ホク",bắc,bắc,3
Đây là thể hiện của một cánh đồng,"田(điền) - ta, den",田,"た, デン","đồng,ruộng",điền,4
Một người đàn ông cơ bắt thì có sức mạnh.,"力(lực) - chikara, ryoku, riki",力,"ちから, リョク, リキ",sức mạnh,lực,4
Một người đàn ông làm việc mạnh mẽ(力) trên cánh đồng(田).,"男(nam) - otoko, dan, nan",男,"おとこ, ダン, ナン",đàn ông,nam,4
Đây là thể hiện của người đàn bà,"女(nữ) - onna, me, jo, nyo, nyoo",女,"おんな, め, ジョ, ニョ, ニョオ",đàn bà,nữ,4
Đây là thể hiện của một đứa trẻ con,"子(tử) - koro_su, shi, su",子,"ころ_す, シ, ス",trẻ con,tử,4
Trẻ con(子) học trong trường.,"学(học) - mana_bu, gaku",学,"まな_ぶ, ガク",học,học,4
Một cái cây sinh ra từ đất(土).,"生(sinh) - i_kiru, u_mareru, na_eru, nama, ki, ha_eru, sei, shoo",生,"い_きる, う_まれる, な_える, なま, き, は_える, セイ, ショオ",sinh,sinh,4
Một người đang chạy trước những người khác.,"先(tiên) - saki, sen",先,"さき, セン","trước,đầu",tiên,4
"Một người đang mang cái gì đó.""Đó là cái gì?""","何(hà) - nan, nani, ka",何,"なん, なに, カ",cái gì,hà,4
 Cha tôi có một bộ ria mép.,"父(phụ) - chichi, tou, fu",父,"ちち, とう, フ",cha,phụ,4
Đây là thể hiện của một người mẹ,"母(mẫu) - haha, kao, bo",母,"はは, かお, ボ",mẹ,mẫu,4
Mất một năm để gặt lúa.,"年(niên) - toshi, nen",年,"とし, ネン",năm,niên,4
"Tôi sống trong quá khứ b&gt;, bây giờ tôi đang bị chôn vùi trong lòng đất (土).","去(khứ) - sa_ru, kyo, ko",去,"さ_る, キョ, コ","quá khứ,trước",khứ,4
Mỗi người(人) có một người mẹ(母).,"毎(mỗi) - , mai",毎,", マイ",mỗi,mỗi,4
Vị vua đang đứng,"王(vương) - , oo",王,", オオ",vua,vương,4
Vị vua(王) với một viên ngọc sẽ cai quản đất nước,"国(quốc) - kuni, koku",国,"くに, コク",đất nước,quốc,4
"Để nhìn nhiều thứ,bạn cần một đôi mắt(目) với hai cái chân","見(kiến) - mi_ru, ken",見,"み_る, ケン",nhìn,kiến,5
"Ở góc độ này,bạn phải quyết định đi đâu","行(hành, hàng) - iiku, yu_ku, okona_u, koo, gyoo, an",行,"い-く, ゆ_く, おこな_う, コオ, ギョオ, アン",đi,"hành, hàng",5
Đây là thể hiện của một cây lúa,"米(mễ) - kome, bei, mai",米,"こめ, ベイ, マイ","lúa,gạo",mễ,5
"Khi tháng mười đến,lúa(米) sẽ được thu hoạch.","来(lai) - ku_ru, ki_taru, rai",来,"く_る, き_たる, ライ",đến,lai,5
Mọi người cảm thấy  tốt với một cái dạ dày no,"良(lương) - yoi, ryoo",良,"よい, リョオ",tốt,lương,5
Cái làm tôi thấy tốt(良) ở nhà là ăn,"食(thực) - ta_beru, ku_u, shoku, jiki",食,"た_べる, く_う, ショク, ジキ",ăn,thực,5
Bạn ăn(食) và uống với cái mồm rộng của bạn,"飲(ẩm) - no_mu, in",飲,"の_む, イン",uống,ẩm,5
Hai(二)chúng ta sẽ gặp nhau trong một ngôi nhà.,"会(hội) - a_u, kai, e",会,"あ_う, カイ, エ",gặp,hội,5
Đây là thể hiện của một cái tai,"耳(nhĩ) - mimi, ji",耳,"みみ, ジ",tai,nhĩ,5
Một  người đang nghe ở cái cổng(門) với tai của họ(耳).,"聞(văn) - ki_ku, bun, mon",聞,"き_く, ブン, モン",nghe,văn,5
Bạn nói một vài thứ với cái miệng (口) của bạn,"言(ngôn) - i_u, koto, gen, gon",言,"い_う, こと, ゲン, ゴン",nói,ngôn,5
Mọi người nói sử dụng một nghìn(千) từ.,"話(thoại) - hana_su, ha",話,"はな_す, ハ",nói,thoại,5
Đây là thể hiện của một người đang đứng,"立(lập) - ta_tsu, ritsu, ryuu",立,"た_つ, リツ, リュウ",đứng,lập,5
Tôi sẽ đợi bạn trên con đường ở phía trước ngôi đền(寺),"待(đãi) - ma_tsu, tai",待,"ま_つ, タイ",đợi,đãi,5
Những gì bạn ăn sẽ trở về với đất (土). Tất cả mọi thứ theo vòng  tuần hoàn b&gt;,"周(chu) - mawa_ri, shuu",周,"まわ_り, シュウ","chạy xung quanh,tuần hoàn",chu,5
Mất một tuần để đi hết(周) con đường này.,"週(chu) - , shuu",週,", シュウ",tuần,chu,5
"Khi bạn căng chân tay của bạn, bạn nhìn  lớn  b&gt;","大(đại) - oo_kii, dai, tai",大,"おお_きい, ダイ, タイ",to,đại,6
"Khi bạn uốn cong chân tay của bạn, bạn nhìn  nhỏ  b&gt;","小(tiểu) - ko, o, chii_sai, shoo",小,"こ, お, ちい_さい, ショオ",nhỏ,tiểu,6
Có một tòa tháp cao trên một ngôi nhà.,"高(cao) - taka, taka_maru, koo",高,"たか, たか_まる, コオ",cao,cao,6
Người phụ nữ(女) trở nên rẻ mạt  trong ngôi nhà,"安(an) - yasu_i, yasu_raka(na), an",安,"やす_い, やす_らか(な), アン",rẻ,an,6
"Để bắt đầu một cái gì đó  mới  b&gt;, bạn đứng lên (立), và chặt gỗ (木) với một cái rìu.","新(tân) - atara_shii, shin",新,"あたら_しい, シン",mới,tân,6
"Khi bạn nghe một câu chuyện mười(十) lần,nó trở nên cũ","古(cổ) - furu_i, ko",古,"ふる_い, コ",cũ,cổ,6
"Nếu hai(二) người chạy cạnh nhau,họ sẽ trở nên khỏe hơn","元(nguyên) - moto, gen, gan",元,"もと, ゲン, ガン",khỏe mạnh,nguyên,6
"Nếu bạn thở nhiều, hơi thở  của bạn  có thể đi ra.","気(khí) - , ki, ke",気,", キ, ケ","hơi thở,khí",khí,6
"Có rất nhiều  ""タ。"".","多(đa) - oo_i, ta",多,"おお_い, タ",nhiều,đa,6
"Khi bạn cắt một thứ nhỏ(小) ,bạn chỉ thu được một ít","少(thiếu, thiểu) - suku_nai, suko_shi, shoo",少,"すく_ない, すこ_し, ショオ",một ít,"thiếu, thiểu",6
"""Đây là ngôi nhà của tôi.Rộng,phải không nào?""","広(quảng) - hiro_i, koo",広,"ひろ_い, コオ",rộng,quảng,6
Thật là sớm khi dậy vào lúc mười(十) giờ ngày chủ nhật(日）.,"早(tảo) - haya_i, soo, sah!",早,"はや_い, ソオ, サッ",sớm,tảo,6
Đây là thể hiện của một người với mái tóc dài.,"長(trường, trưởng) - naga_i, choo",長,"なが_い, チョオ",dài,"trường, trưởng",6
Khi mặt trời(日) và mặt trăng(月) kết hợp.Nó trở nên sáng,"明(minh) - a_kari, mei, myoo",明,"あ_かり, メイ, ミョオ",sáng,minh,6
Người phụ nữ(女) thích trẻ con(子).,"好(hảo, hiếu) - kono_mu, su_ku, koo",好,"この_む, す_く, コオ",thích,"hảo, hiếu",6
 Bạn bè  cho nhau một bàn tay giúp đỡ.,"友(hữu) - tomo, yuu",友,"とも, ユウ",bạn bè,hữu,6
Một người đang chui vào cái lều.,"入(nhập) - i_ru, hai_ru, nyuu",入,"い_る, はい_る, ニュウ","nhập,vào",nhập,7
Ra b&gt; là theo lối này.,"出(xuất) - de_ru, da_su, shutsu, sui",出,"で_る, だ_す, シュツ, スイ","xuất,ra",xuất,7
Mọi người đi đến chợ để mua sắm.,"市(thị) - ichi, shi",市,"いち, シ","thành phố,chợ",thị,7
Sử dụng được ruộng lúa (田) và các tuyến đường trong thị trấn,"町(đinh) - machi, choo",町,"まち, チョオ","thị trấn,phố",đinh,7
Có một ngôi làng bên ngoài cái cây,"村(thôn) - mura, son",村,"むら, ソン",làng,thôn,7
Chữ kanji này được tạo ra từ mây và những giọt mưa,"雨(vũ) - ame, ama, u",雨,"あめ, あま, ウ",mưa,vũ,7
Trời thì đang mưa(雨) và sét đánh lên trên cánh đồng(田).,"電(điện) - , den",電,", デン",điện,điện,7
Đây là thể hiện của một cái xe,"車(xa) - kuruma, sha",車,"くるま, シャ",xe,xa,7
Đây là thể hiện của một con ngựa,"馬(mã) - uma, ma, ba",馬,"うま, ま, バ",ngựa,mã,7
Có con ngựa(馬) và người đang vác đồ ở nhà ga,"駅(dịch) - , eki",駅,", エキ",nhà ga,dịch,7
Người cung cấp các thứ và cầu nguyện cho vụ mùa bội thu tại một cái  đền  b&gt;,"社(xã) - yashiro, sha",社,"やしろ, シャ","công ty,đền",xã,7
Cha(父) tôi đến trường để đón tôi.,"校(hiệu) - , koo",校,", コオ",trường,hiệu,7
"Ở quầy hàng,cà chua(トマト) đang được bày trên một cái hộp","店(điếm) - mise, ten",店,"みせ, テン",cửa hàng,điếm,7
Bạc thì không tốt như vàng(金).,"銀(ngân) - , gin",銀,", ギン",bạc,ngân,7
Một người ốm đang ngủ trong bệnh viện.,"病(bệnh) - yama_i, ya_mu, byoo, hei",病,"やま_い, や_む, ビョオ, ヘイ",ốm,bệnh,7
Họ đã khỏe (良) và rời bệnh viện ( tổ chức  b&gt;) để về nhà.,"院(viện) - , in",院,", イン","tổ chức,cơ sở",viện,7
Một người đang nghỉ dưới cái cây(木).,"休(hưu) - yasu_mu, kyuu",休,"やす_む, キュウ",nghỉ ,hưu,8
Tôi  chạy  ngay cả khi tôi đang bị phủ đất (土).,"走(tẩu) - hashi_ru, soo",走,"はし_る, ソオ",chạy,tẩu,8
Tôi sẽ chạy(走) bởi vì tôi thức dậy muộn.,"起(khởi) - o_kiru, oko_ru, ki",起,"お_きる, おこ_る, キ",thức dậy,khởi,8
Đây là hình dạng của  động vật có vỏ ,"貝(bối) - kai, bai",貝,"かい, バイ",động vật có vỏ,bối,8
"Chúng tôi sử dụng để sử dụng vỏ (贝) để  mua  b&gt; các thứ, bây giờ chúng tôi sử dụng hóa đơn.","買(mãi) - ka_u, bai",買,"か_う, バイ",mua,mãi,8
Một người đang bán một vài thứ.,"売(mại) - u_ru, bai",売,"う_る, バイ",bán,mại,8
"Anh ấy nói(言),""Đọc quyển sách bán(売) chạy nhất đi.""","読(độc) - yo_mu, doku, toku, too",読,"よ_む, ドク, トク, トオ",đọc,độc,8
"Với một thanh cọ,tôi viết chữ kanji ""日""","書(thư) - ka_ku, sho",書,"か_く, ショ",viết,thư,8
Chim nhạn trở lại với tổ của chúng,"帰(quy) - kae_ru, ki",帰,"かえ_る, キ",trở lại,quy,8
Người đàn ông đang làm lợi với sức mạnh của ông ấy(強).,"勉(miễn) - , ben",勉,", ベン",làm lợi,miễn,8
Đây là thể hiện của một cái cung,"弓(cung) - yumi, kyuu",弓,"ゆみ, キュウ",cung,cung,8
Đây là thể hiện của một con bọ,"虫(trùng) - mushi, chuu",虫,"むし, チュウ",con bọ,trùng,8
Cả hai loài bọ cánh cứng (虫) và mũi tên (弓) đều mạnh mẽ  b&gt;,"強(cường, cưỡng) - tsuyo_i, shi_iru, kyoo, goo",強,"つよ_い, し_いる, キョオ, ゴオ","khỏe,mạnh mẽ","cường, cưỡng",8
Tôi đến chùa (寺)  tổ chức  cầu nguyện.,"持(trì) - motsu, ji",持,"もつ, ジ","tổ chức,tiến hành",trì,8
Tên anh ấy là Taro(タロ).,"名(danh) - na, mei, myoo",名,"な, メイ, ミョオ",tên,danh,8
Họ nói(言) năm(五) ngôn ngữ.,"語(ngữ) - kata_ru, go",語,"かた_る, ゴ","từ,ngôn ngữ",ngữ,8
Mùa xuân đã đến.Ba(三) người(人) nhìn về mặt trời(日).,"春(xuân) - haru, shun",春,"はる, シュン",xuân,xuân,9
Trời rất nóng trong mùa hè b&gt;. Một người sụp đổ trong cái bóng,"夏(hạ) - natsu, ka, ge",夏,"なつ, カ, ゲ",hạ,hạ,9
"Vào mùa thu  b&gt;, cây lúa và lá chuyển thành màu sắc của lửa (火)","秋(thu) - aki, shuu",秋,"あき, シュウ",thu,thu,9
"Trong  mùa đông  b&gt;, nó thì trơn khi bạn đi bộ trên băng.","冬(đông) - fuyu, too",冬,"ふゆ, トオ",đông,đông,9
Đó là buổi sáng của ngày 10 tháng 10(十月十日).,"朝(triều) - asa, choo",朝,"あさ, チョオ",sáng,triều,9
Chúng tôi trú mình trong bóng râm ban ngày khi mặt trời (日)lên cao,"昼(trú) - hiru, chuu",昼,"ひる, チュウ",ban ngày,trú,9
"Vào hoàng hôn  b&gt;, bạn nhìn thấy mặt trăng và các loài chim.","夕(tịch) - yu_u, seki",夕,"ゆ_う, セキ",hoàng hôn,tịch,9
Hãy đi theo hướng của lá cờ,"方(phương) - kata, hoo",方,"かた, ホオ","hướng,người",phương,9
Đứa trẻ vội vàng trở về nhà trước buổi tối,"晩(vãn) - , ban",晩,", バン",tối,vãn,9
"Vào đêm,một người với cái mũ dài đang ngắm mặt trăng và những đám mây","夜(dạ) - yoru, yo, ya",夜,"よる, よ, ヤ",đêm,dạ,9
Trái tim của tôi đang đập.,"心(tâm) - kokoro, shin",心,"こころ, シン",trái tim,tâm,9
Đây là thể hiện của bàn tay,"手(thủ) - te, ta, shu",手,"て, た, シュ",tay,thủ,9
Căng  chân  b&gt; của bạn lên và chạy.,"足(túc) - ashi, ta_ru, soku",足,"あし, た_る, ソク",chân,túc,9
"Khi cơ thể của bạn bị thương,hãy băng bó và nghỉ ngơi(休).","体(thể) - karada, tai, tei",体,"からだ, タイ, テイ",cơ thể,thể,9
Đây là thể hiện của một người với cái cổ dài,"首(thủ) - kubi, shu",首,"くび, シュ","cổ,đầu",thủ,9
Một người đang vươn cái cổ(首) như kiểu đang đợi một ai đó trên đường,"道(đạo) - michi, doo, too",道,"みち, ドオ, トオ",đường,đạo,9
Đây là thể hiện của một ngọn núi,"山(sơn) - yama, san",山,"やま, サン",núi,sơn,10
Dòng sông chạy qua nó,"川(xuyên) - kawa, sen",川,"かわ, セン",sông,xuyên,10
Hai cái cây (木) trở thành một rừng nhỏ,"林(lâm) - hayashi, rin",林,"はやし, リン",rừng nhỏ,lâm,10
Ba cái cây(木) trở thành một cánh rừng,"森(sâm) - mori, shin",森,"もり, シン",rừng,sâm,10
Mở cửa sổ và đo  bầu trời  b&gt; với thước đo của người thợ thủ công,"空(không) - sora, kara, a_ku, kuu",空,"そら, から, あ_く, クウ",bầu trời,không,10
Chúng tôi đến biển và bơi mỗi(舞)ngày.,"海(hải) - umi, kai",海,"うみ, カイ",biển,hải,10
Một người đứng lên và ngồi xuống.Anh ấy thay đổi vị trí của mình,"化(hóa) - ba_keru, ba_karu, ka, ke",化,"ば_ける, ば_かる, カ, ケ",thay đổi,hóa,10
Cỏ thay đổi (化) trong những bông hoa,"花(hoa) - hana, ka",花,"はな, カ",hoa,hoa,10
Tôi nghĩ về thiên đường với những cánh tay mở rộng,"天(thiên) - ame. ama, ten",天,"あめ. あま, テン","thiên đường,trời",thiên,10
Bạn đưa đất (土) trên ngọn lửa để làm những viên gạch đỏ ,"赤(xích) - aka, seki, shaku",赤,"あか, セキ, シャク",đỏ,xích,10
Cỏ xanh và mặt trăng xanh(月).,"青(thanh) - ao_i, sei, shoo",青,"あお_い, セイ, ショオ",xanh,thanh,10
Có một tòa nhà màu  trắng,"白(bạch) - shiro_i, kaku, byaku",白,"しろ_い, カク, ビャク",trắng,bạch,10
Cánh đồng(田) bị đốt cháy và đất trở nên(土) đen,"黒(hắc) - kuro_i, koku",黒,"くろ_い, コク",đen,hắc,10
Đây là hình dạng của một vòng xoáy của hai  màu sắc  b&gt;,"色(sắc) - iwa, shoku, shiki",色,"いわ, ショク, シキ",màu sắc,sắc,10
Đây là thể hiện của một con cá,"魚(ngư) - sakana,uo, gyo",魚,"さかな,うお, ギョ",cá,ngư,10
Đây là thể hiện của một con chó,"犬(khuyển) - inu, ken",犬,"いぬ, ケン",chó,khuyển,10
Bạn đo gạo (米) và các  thành phần   khác trên thang điểm.,"料(liệu) - , ryoo",料,", リョオ",thành phần,liệu,11
Vị vua (王) nghĩ ra những điều  hợp lý  thực hiện chúng trên  những cánh đồng lúa (田).,"理(lí) - , ri",理,", リ",hợp lý,lí,11
Tôi  phản đối  nó,"反(phản) - so_ru, han, hon, tan",反,"そ_る, ハン, ホン, タン",phản đối,phản,11
Họ phản đối (反) thói quen ăn uống (食) để nhiều  gạo  b&gt;,"飯(phạn) - meshi, han",飯,"めし, ハン","gạo,lúa",phạn,11
Đây là hình dạng của một một sừng  bò  b&gt;,"牛(ngưu) - ushi, gyuu",牛,"うし, ギュウ",bò,ngưu,11
Một con lợn đang nhìn về mặt trăng(月).,"豚(đồn) - buta, ton",豚,"ぶた, トン",lợn,đồn,11
Đây là thể hiện của một con chim,"鳥(điểu) - tori, choo",鳥,"とり, チョオ",chim,điểu,11
Đây là thể hiện của một miếng thịt,"肉(nhục) - , niku",肉,", ニク",thịt,nhục,11
Hai người đang uống trà,"茶(trà) - , cha, sa",茶,", チャ, サ",trà,trà,11
Một người mẹ (マザー) sắp xếp (アレンジ) một đứa trẻ trên  cao ,"予(dự) - , yo",予,", ヨ",nâng cao,dự,11
Họ đi đến  lĩnh vực  đó trong sự tiến bộ (予).,"野(dã) - no, ya",野,"の, ヤ","lĩnh vực,khu vực",dã,11
Bạn lấy rau từ cỏ và cây(予).,"菜(thái) - na, sai",菜,"な, サイ",rau,thái,11
Bảy七) samurai đã cắt với thanh kiếm (刀)  của họ,"切(thiết) - ki_ru, setsu, sai",切,"き_る, セツ, サイ",cắt,thiết,11
Một người với cái cưa đang làm gì đó.,"作(tác) - tsuku_ru, saku, sa",作,"つく_る, サク, サ",làm,tác,11
Cái cây(木) này không phát triển nữa,"未(vị) - , mi",未,", ミ", chưa,vị,11
"Tôi không biết mùi vị của nó như thế nào ,bởi vì tôi chưa(未) ăn nó","味(vị) - aji, mi",味,"あじ, ミ",mùi vị,vị,11
"Khi mặt trời(日) mọc,người đang đứng(立) và tạo ra âm thanh","音(âm) - oto, ne, on, in",音,"おと, ね, オン, イン",âm thanh,âm,12
Chúng ta hãy  vui vẻ  đánh những cái trống (白) trắng trên mảnh  gỗ(木) đứng ,"楽(lạc, nhạc) - tanoshi_mu, gaku, raku",楽,"たのし_む, ガク, ラク","vui,thoải mái","lạc, nhạc",12
Người (人) đang  hát b&gt; với cái miệng (口) mở rộng.,"歌(ca) - uta_u, ka",歌,"うた_う, カ",hát,ca,12
"Tại Nhật Bản, cử chỉ chỉ vào mũi của một người có nghĩa là ""chính tôi ""","自(tự) - mizuka_ra, ji, shi",自,"みずか_ら, ジ, シ","tự,chính bản thân",tự,12
Tôi bị rơi từ trên xe  (车) đang  lăn  b&gt;,"転(chuyển) - koro_garu, ten",転,"ころ_がる, テン","lăn,quay",chuyển,12
Một người đứng 立 trên cây (木) để leo lên nhánh,"乗(thừa) - no_ru, joo",乗,"の_る, ジョオ",leo lên,thừa,12
Đây là bức ảnh của người đàn ông vói cái mũ,"写(tả) - utsu_su, sha",写,"うつ_す, シャ",ảnh,tả,12
Chiếc ti vi này trình diễn hình ảnh chân thật,"真(chân) - ma, shin",真,"ま, シン","đúng,chân thật",chân,12
Tôi thì đang đứng,"台(đài) - , dai, tai",台,", ダイ, タイ",đứng,đài,12
Người (人) là  trung tâm  b&gt; của sơ đồ,"央(ương) - , oo",央,", オオ",trung tâm,ương,12
Trung tâm (央) sơ đồ của bộ phim thì được  chiếu b&gt; trên màn hình.,"映(ánh) - utsu_su, hae_ru, ei",映,"うつ_す, はえ_る, エイ",chiếu ,ánh,12
Vẽ một  bức tranh  của một ruộng lúa (田) trên vải.,"画(họa, hoạch) - , ga, kaku",画,", ガ, カク",tranh,"họa, hoạch",12
Đây là thể hiện của một con cừu,"羊(dương) - hitsuji, yoo",羊,"ひつじ, ヨオ",cừu,dương,12
Cừu (羊) đã đến Nhật Bản từ nước ngoài ,"洋(dương) - , yoo",洋,", ヨオ",nước ngoài,dương,12
"Dưới ánh trăng (月), bạn treo  quần áo  của bạn","服(phục) - , fuku",服,", フク",quần áo,phục,12
Tôi nhìn thấy một con cừu (羊)  mặc  một chiếc áo len.,"着(trước) - ki_ru, tsu_ku, chaku, jaku",着,"き_る, つ_く, チャク, ジャク",mặc,trước,12
"Trước đây,mọi người giữ những con lợn ở trong nhà","家(gia) - ie, ya, ka, ke",家,"いえ, や, カ, ケ",nhà,gia,13
Đây là hình dạng của một  mũi tên ,"矢(thỉ) - ya, shi",矢,"や, シ",mũi tên,thỉ,13
"Dưới lá cờ, người bảo vệ  gia đình của họ với mũi tên  (矢) của họ","族(tộc) - , zoku",族,", ゾク",gia đình,tộc,13
Cha mẹ đang đứng(立) trên đỉnh của cái cây(木) để nhìn(見) con của họ.,"親(thân) - oya, shita_shii, shin",親,"おや, した_しい, シン",bố mẹ,thân,13
Anh trai tôi dangđi với cái miệng (口) rộng,"兄(huynh) - ani, nii, kei, kyoo",兄,"あに, にい, ケイ, キョオ",anh trai,huynh,13
Chị gái  tôi  là người phụ nữ(女) sống ở một thành phố(市).,"姉(tỉ) - ane, nee, shi",姉,"あね, ねえ, シ",chị gái,tỉ,13
Em trai  tôi đang chơi với cái cung(弓).,"弟(đệ) - otouto, tei, dai, de",弟,"おとうと, テイ, ダイ, デ",em trai,đệ,13
"Người con gái(女) và cái cây chưa(未) phát triển.Nó nghĩa là  em gái"" của tôi","妹(muội) - imouto, mai",妹,"いもうと, マイ",em gái,muội,13
Đây là cây lúa được  tôi  chăm sóc,"私(tư) - watashi_ku, shi",私,"わたし_く, シ",tôi,tư,13
