Danh từ を Động từ (ngoại động từ) ," Trợ từ 「を」 được dùng để biểu thị bổ ngữ trực tiếp cho ngoại động từ.
 ジュースをのみます。
 Tôi uống nước hoa quả.
 Chú ý: Phát âm của 「を」 giống 「お」 . Chữ 「を」 chỉ được dùng duy nhất làm trợ từ.",6
Danh từ 1 の Danh từ 2," Ở bài 1, chúng ta đã học từ 「の」 dùng để nối hai danh từ khi danh từ 1 bổ nghĩa cho danh từ 2. Ở bài này chúng ta sẽ học hai cách dùng khác của 「の」 .
 Danh từ 1 giải thích danh từ 2 nói về cái gì.
 これはコンピューターのほんです。
 Đây là quyển sách về máy vi tính.
 Danh từ 1 giải thích Danh từ 2 nói về cái gì.
 これはわたしのほんです。
 Đây là quyển sách của tôi. 
 Danh từ 2 thường được giản lược trong trường hợp đã rõ nghĩa. Tuy nhiên nếu danh từ 2 là danh từ chỉ người thì không giản lược được. 
 あれはだれのかばんですか。
 Kia là cặp sách của ai?
 さとうさんのです
 Đó là cặp sách của chị Sato
 このかばんはあなたのですか。
 Cái cặp sách này là của bạn phải không?
 いいえ、わたしのじゃありません
 Không, không phải là của tôi. 
 ミラーさんはIMCのしゃいんですか。
 Anh Miller có phải là nhân viên của công ty IMC không?
 はい、IMCのしゃいんです。
 Vâng, anh ấy là nhân viên công ty IMC",2
そうですか。," 「そうですか」 được dùng khi người nói tiếp nhận được thông tin mới nào đó và muốn bày thái độ tiếp nhận của mình đối với thông tin đó. 
 このかさはあなたのですか。
 Cái ô này có phải là của anh không?
 いいえ、ちがいます。シュミットさんのです。
 Không, không phải. Của anh Schmidt. 
 そうですか。
 Thế này. ",2
"ここ/ そこ/ あそこ/ 
こちら/ そちら/ あちら"," Ở bài 2 chúng ta đã học về các đại từ chỉ đồ vật (これ/それ/あれ). Trong bài này chúng ta sẽ học về các đại từ chỉ địa điểm 「ここ/そこ/あそこ」 
 「ここ」 chỉ vị trí mà người nói đang ở. 
 「ここ」 chỉ vị trí mà người nghe đang ở.
 「そこ」 chỉ vị trí ở xa cả người nói và người nghe.
 (こちら/そちら/あちら) là những đại từ chỉ phương hướng, nhưng có thể dùng thay thế (ここ/そこ/あそこ) với sắc thái lịch sự hơn
 Khi người nói cho rằng người nghe cũng ở trong phạm vi vị trí của mình thì dùng 「ここ」 để chỉ vị trí của cả hai, dùng 「そこ」 để chỉ vị trí xa hơn hai người, dùng　 「あそこ」 để chi vị trí tương đối xa hai người",3
Danh từ 1 は Danh từ 2 (địa điểm) です," Mẫu câu này được dùng để diễn đạt một vật, một người hay một địa điểm nào đó ở đâu
 おてあらいはあそこです。
 Nhà vệ sinh ở đằng kia.
 でんわは2かいです。
 Điện thoại ở tầng hai.
 やまださんはじむしょです。
 Anh Yamada ở văn phòng.",3
どこ/ どちら," 「どこ」 là nghi vấn từ hỏi về địa điểm, còn　 「どちら」 là nghi vấn từ hỏi về phương hướng. Tuy nhiên 「どちら」 cũng có thể được dùng để hỏi về địa điểm. Trong trường hợp này thì　 「どちら」 mang sắc thái lịch sự hơn 「どこ」 .
 おてあらいはどこですか。
 Nhà vệ sinh ở đâu?
 あそこです。
 Ở chỗ kia
 エレべーターはどちらですか。
 Thang máy ở chỗ nào ạ?
 あちらです。
 Ở chỗ kia ạ. 
 Ngoài ra khi hỏi về tên của quốc gia, công ty, trường học, cơ quan hay tổ chức trực thuộc thì cũng dùng nghi vấn từ 「どこ」 hay 「どちら」 chứ không phải là 「なん」 . Trong trường này cũng thể 「どちら」 mang sắc thái lịch sự hơn　 「どこ」 
 がっこうはどこですか。
 Anh học ở trường nào
 会社はどちらですか。
 Chị làm việc ở công ty nào ạ?",3
Danh từ 1 の Danh từ 2," Trong mẫu câu này Danh từ 1 là tên quốc gia hoặc công ty, Danh từ 2 là tên của sản phẩm này. Mẫu này diễn đạt 1 sản phẩm của một nước hawocj một công ty nào đó. Đối với mẫu này, khi hỏi dùng nghi vấn. 「どこ」 
 これはどこのコンピューターですか。
 Đây là máy tinh của hãng nào
 IMCのコンピューターたです。 
 Máy tính của hãng IMC ạ.",3
お国," Tiền tốt 「お」 được thêm vào trước một từ có liên quan đến người nghe hoặc người thứ ba để bày tỏ sự kính trọng của người nói.
 お国はどちらですか。
 Anh/chị là người nước nào?",3
いま　－じ　－ふん　です," Để biểu thị thời gian chúng ta thêm số đếm vào trước danh từ chỉ thời gian 「時 (giờ) 」 , ｢分 (phút). 」 
 「分」 được đọc là 「ふん」 với các số đếm 2, 5, 7, 9 và được gọi là 「ぶん」 với các số đếm 1, 3, 4, 6, 8, 10
 Trước ぶん 1, 6, 8, 10 được đọc tương ứng là 「いっ」  「ろっ」  「はっ」  「じゅっ（じっ）」 
 Để hỏi về thời gian chúng ta dùng 「なん」 đặt trước danh từ chỉ thời gian ( なんじ：mấy giờ, なんぶん：mấy phút) 
 いまなんじですか。
 Bây giờ là mấy giờ?
 7時10分です。
 7 giờ 10 phút.
 Ở bài 1 chúng ta đã học cách dùng 「は」 để biểu thị chủ đề của câu. Ở ví dụ dưới đây 「は」 được đặt trước danh từ chỉ địa điểm biểu thị chủ đề của câu.
 二ューヨークはなんじですか。
 Ở NewYork bây giờ là mấy giờ?
 ごぜん4じです。
 4 giờ sáng.",4
Động từ ます," Động từ 「ます」 cấu thành vị ngữ của câu
 Động từ 「ます」 thể hiện thái độ lịch sự của người nói đối với người nghe
 わたしはまいにちべんきょうします。
 Tôi học hàng ngày.",4
Danh từ を します," Trong tiếng Nhật một phạm vi rất lớn các danh từ được dùng làm bổ ngữ của động từ 「します」 . Mẫu câu này biểu thị hành động thực hiện nội dung được diễn đạt ở danh từ. Dưới đây là một vài ví dụ.
 Chơi thể thao, chơi game.
 サッカーをします。 
 Chơi bóng đá
 トランプをします。　
 Chơi tú lơ khơ
 Tập trung, tổ chức một cuộc vui, một sự kiện
 パーティーをします。　
 Mở tiệc
 かいぎをします。　　
 Tổ chức hội nghị.
 Một số ví dụ khác.
 しゅくだいをします。
 Làm bài tập về nhà
 しごとをします。
 Làm việc.",6
"Động từ ます/ Động từ ません
Động từ ました
Động từ ませんでした"""," Động từ ます được dùng để nói về một thói quen trong hiện tại hoặc một sự thật nào đó đồng thời cũng được dùng để nói về một sự việc nào đó sẽ xảy ra trong tương lai. Thể phủ định và thời quá khứ được trình bày như sau.
 まいあさ、6じにおきます
 Hàng sáng tôi thức dậy vào lúc 6 giờ
 あした6じにおきます
 Ngày mai tôi (sẽ) dậy vào lúc 6 giờ
 けさ、6じにおきました。
 Sáng nay tôi (đã) dậy vào lúc 6 giờ
 Thể nghi vấn của câu động từ cũng tương tự như câu danh từ, tức là chúng ta không thay đổi trật tự của câu mà chỉ thêm trợ từ 「か」 vào cuối câu. Từ nghi vấn được thay vào vị trí của thành phần câu muốn hỏi. Trong câu trả lời, chúng ta nhắc lại động từ trong câu nghi vấn và chú ý không dùng 「そうです」 hoặc. 「そうじゃありません」 .
 きのう、べんきょうしましたか。
 Hôm qua anh/chị có học không?
 はい、べんきょうしました
 Có, hôm qua tôi có học
 いいえ、べんきょうしませんでした。
 Không, hôm qua tôi không học.",4
Danh từ (thời gian) に Động từ," Khi muốn nói về thời điểm mà một hành động nào đó xảy ra, chúng ta thêm trợ từ 「に」 vào sau danh từ chỉ thời gian. Dùng 「に」 đối với những hành động diễn ra trong thời gian ngắn 「に」 được dùng khi danh từ chỉ thời gian có con số đi kèm, và không dùng trong t/h không có con số đi kèm. Tuy nhiên đối với trường hợp của thứ trong tuần thì có thể dùng hoặc không.
 6じかんにおきます。
 Tôi dậy lúc 6 giờ
 7月2日に日本へべんきょうしました。
 Tôi (đã) đến nhật vào ngày mồng 2 tháng 7.
 きのうべんきょうしました。
 Hôm qua tôi (đã) học bài. ",4
Danh từ 1 から Danh từ 2 まで," 「から」 biểu thị điểm bắt đầu của thời gian hoặc địa điểm, còn 「まで」 biểu thị điểm kết thúc của thời gian và địa điểm.
 9じから5じまではたらきます。
 Tôi làm việc từ 9 giờ đến 5 giờ.
 おおさかからとうきぉうまで3じかんかかります。
 Từ Osaka đến Tokyo mất 3 tiếng.
 「から」 và　 「まで」 không nhất thiết phải đi kèm với nhau, mà có thể dùng riêng biệt.
 9じからはたらきます。
 Tôi làm việc từ 9 giờ.
 Có thể dùng 「で」 với 「～から」  「～まで」 và　 「～から～まで」 
 ぎんこうは9じから。
 Ngân hàng mở cửa từ 9 giờ đến 3 giờ.",4
Danh từ 1 と Danh từ 2," Khi nối hai danh từ với nhau dùng trợ từ 「と」 
 ぎんこうのやすみは土曜日と日曜日です。
 Ngân hàng đóng cửa vào thứ bảy và chủ nhật",4
Câu ね," Từ 「ね」 được thêm vào cuối câu để thể hiện sự thông cảm, đồng tình của người nói đối với người nghe. Cũng có khi 「ね」 thể hiện sự kỳ vọng của người nói vào sự đồng ý của người nghe, trong trường hợp này thì 「ね」 mang chức năng xác nhận (ý kiến, thái độ của người nghe).
 毎日、10じごろまでべんきょうします。
 Hàng ngày tôi học đến khoảng 10h.
 たいへんですね。
 Vất vả quá.",4
Danh từ (địa điểm) へ いきます/ きます/ かえります," Khi động từ chỉ sự di chuyển thì trợ từ 「へ」 được dùng sau danh từ chỉ phương hướng hoặc địa điểm
 きょうとへいきます。
 Tôi đi Kyoto
 日本へきました。
 Tôi đã đến Nhật Bản
 うちへかえります。
 Tôi về nhà
 Chú ý: Trợ từ 「へ」 phát âm là 「え」 ",5
どの 「へ」 もいきません/ いきませんでした," Khi muốn phủ định hoàn toàn đối tượng (hoặc phạm vi) của từ nghi vấn thì dùng trợ từ 「も」 . Trong mẫu câu này thì động từ để ở dạng phủ định.
 どこもいきません。
 Tôi không đi đâu cả. 
 なにもたべません。
 Tôi không ăn gì cả.
 だれもいません。
 Không có ai cả.",5
Danh từ (phương tiện) で いきます /きます /かえります," Trợ từ 「で」 biểu thị phương tiện hay cách thức tiến hành một việc gì đó. Khi dùng trợ từ này sau danh từ chỉ phương tiện giao thông và dùng kèm với động từ di chuyển (いきます、きます、かえります。。) thì nó biểu đạt cách thức di chuyển
 でんしゃでいきます。
 Tôi đi bằng tàu điện.
 タクシーできました。
 Tôi đã đến bằng tắc xi.
 Trong trường hợp đi bộ thì dùng 「あるいて」 mà không đi kèm theo trợ từ 「で」 
 えきからあるいてけりました。
 Tôi đã đi bộ từ ga về nhà.",5
Danh từ (người/động vật) と Động từ," Chúng ta dùng trợ từ 「と」 để biểu thị một đối tượng nào đó (người hoặc động vật) cùng thực hiện hành động
 かぞくと日本へきました。
 Tôi đã đến Nhật Bản cùng với gia đình.
 Trong trường hợp thực hiện hành động một mình thì dùng 「ひとりで」 . Trường hợp này không dùng trợ từ 「と」 
 ひとりでとうきょうへいきます。
 Tôi đi Tokyo một mình.",5
いつ," Khi muốn hỏi về thời điểm thực hiện một hành động nào đó thì ngoài cách dùng từ nghi vấn 「なん」 như 「なんじ」  「なんようび」  「なんがつなんにち」 còn có thể dùng từ nghi vấn 「いつ (khi nào) 」 . Đối với 「いつ」 thì không dùng trợ từ 「に」 ở sau. 
 いつ日本へきましたか。
 Bạn đã đến Nhật bao giờ?
 いつひろしまへいきますか。
 Bao giờ bạn sẽ đi Hiroshima. ",5
Câu よ," Từ 「よ」 được đặt ở cuối câu để nhấn mạnh một thông tin nào đó mà người nghe chưa biết hoặc để nhấn mạnh ý kiến hoặc sự phán đoán của người nói đối với người nghe.
 このでんしゃはこうしえんへいきますか。
 Tàu điện này có đi đến Koshien không?
 いいえ、いきません。つぎのふつうですよ。
 Không, không đi. Chuyến tàu thường tiếp theo mới đi cơ.",5
なにをしますか," Mẫu câu này dùng để hỏi làm cái gì
 月曜日、なにをしますか。
 Thứ hai anh/chị làm gì?
 きょうとへいきます。
 Tôi đi Tokyo
 きのう、なにをしましたか。
 Hôm qua anh/chị đã làm gì?
 サッカーをしました。
 Tôi chơi bóng đá.",6
なん và なに," 「なん」 và 「なに」 đều có cùng nghĩa là gì, cái gì. 「なん」 được dùng trong những trường hợp sau.
 Từ liền sau có âm đầu ở hàng 「た」 , hàng 「だ」 và hàng 「な」 
 それはなんですか。
 Đó là cái gì?
 なんのほんですか。
 Đó là quyển sách gì?
 ねるまえになんといいですか。
 Anh chị nói gì trước khi đi ngủ.
 Khi nó đứng trước hậu tố chỉ cách đếm.
 テレサちゃんはなんさいですか。
 Em Teresa mấy tuổi?
 Ngoài những trường hợp nêu, thì dùng 「なに」 
 なにをかいますか。
 Anh/chị mua gì?",6
Danh từ (địa điểm) で Động từ," Trong mẫu câu này thì 「で」 được dùng sau danh từ chỉ địa điểm để biểu thị địa điểm mà hành động xảy ra.
 えきでしんぶんをかいます。
 Tôi mua báo ở ga. ",6
Động từ ませんか," Mẫu câu này dùng để mời hoặc đề nghị người nghe làm một việc gì đó.
 いっしょにきょうとへいきませんか。
 Anh/chị có đi Kyoto cùng với tôi không?
 ええ、いいですね。
 Vâng, hay quá",6
Động từ ましょう," Mẫu câu này dùng để mời hay đề nghị người nghe cùng làm một việc gì đó với người nói. Nó thể hiện thái độ chủ động của người nói. 
 ちょっとやすみましょう。
 Chúng ta cùng nghỉ một lát đi
 いっしょにひるごはんをたべませんか。
 Anh/chị có cùng ăn cơm trưa với tôi không?
 ええ、たべましょう。
 Được, chúng ta cùng ăn nhé. 
 (Chú ý) 
 Động từ 「ませんか」 và Động từ 「ましょう」 đều là những cách nói để mời ai đó làm gì. So với động từ 「ましょう」 thì động từ 「ませんか」 thể hiện ít nhiều sự rụt rè, giữ ý của người nói đối với người nghe",6
お～," Ở bài 3 chúng ta đã học cách dùng tiền tố 「お」 để biểu thị sự kính trọng của người nói đối với người nghe hoặc đối với những nội dung liên quan đến người nghe (ví dụ 「お」 くに nước của anh/chị) 
 「お」 còn được đặt trước nhiều từ thể hiện thái độ lịch sự của người nói (ví dụ 「おさけ」 rượu, 「おはなみ」 việc ngắm hoa anh đào.
 Ngoài ra cũng có một số trường hợp 「お」 được đặt trước một từ nào đó nhưng không mang sắc thái kính trọng hoặc lịch sự mà chỉ có sắc thái bình thường (ví dụ 「おちゃ」 trà, 「おかね」 tiền) ",6
Danh từ (công cụ/phương tiện) で Động từ," Trợ từ 「で」 biểu thị phương tiện hay cách thức tiến hành một việc gì đó. 
 はしでたべます。
 Tôi ăn cơm bằng đũa
 にほんごでレポートをかきます。
 Tôi viết báo cáo bằng tiếng Nhật",7
"""Từ/câu"" は ～ごでなんですか"," Mẫu câu này dùng để hỏi một từ, một ngữ hoặc một câu được nói như thế nào bằng một ngôn ngữ khác. 
 「ありがとう」 はえいごでなんですか。
 「ありがとう」 tiếng Anh nói thế nào?
 「Thank You」 です。
 Tiếng Anh nói là　”Thank You” ",7
Danh từ (người) に あげます。," Những động từ như (あげます、かします、おしえます) cần người làm đối tượng (để cho, cho mượn, dạy). Chúng a đặt trợ từ 「に」 sau danh từ chỉ đối tượng này
 やまださんはきむらさんにはなをあげました。
 Ông Yamada tặng hoa cho chị Kimura
 イーさんにほんをかしました。
 Tôi cho chị Lee mượn sách
 (Chú ý) 
 Đối với những động từ như (おくります、でんわをかけます) thì đối tượng không chỉ là người mà còn có thể là địa điểm (danh từ). Trong trường hợp đó, ngoài trợ từ 「に」 chúng ta còn có thể dùng trợ từ 「へ」 
 かいしゃにでんわをかけます。
 Tôi gọi điện thoại đến công ty",7
Danh từ (người) に もらいます。," Các động từ như (もらいます、かります、ならいます) biểu thị hành động từ phía người tiếp nhận. Khi dùng những trợ từ này trong câu mà chủ ngữ là người tiếp nhận thì chúng ta thêm 「に」 vào sau danh từ chỉ đối tác. 
 きむらさんはやまださんにはなをもらいます。
 Chị Kimura đã nhận hoa từ ông Yamada
 カリナさんにCDをかりました。
 Tôi đã mượn địa CD từ chị Karina
 Trong mẫu câu này , chúng ta co thể dùng trợ từ 「から」 thay cho 「に」 . Đặc biệt la khi đối tác không phải là người mà là một tổ chức nào đó (ví dụ công ty hoặc trường học) thì không dùng 「に」 mà dùng 「から」 
 きむらさんはやまださんからはなをもらいます。
 Chị Kimura đã nhận hoa từ ông Yamada
 ぎんこうからおかねをかりました。
 Tôi đã vay tiền từ ngân hàng",7
もう　Động từ　ました," 「もう」 có nghĩa là đã/rồi và được dùng với động từ ở thì quá khứ (Động từ ました). Trong trường hợp này thì động từ ở thời quá khứ (Động từ ました) biểu thị một hành động nào đó đã kết thúc ở thời điểm hiện tại
 Đối với câu hỏi (もう　Động từ　ました) thì câu trả lời là (はい、もうĐộng từました ) (trong trường hợp khẳng định) và (いいえ、まだです) trong trường hợp phủ định
 もうにもつをおくりましたか。
 Anh/chị đã gửi đồ chưa?
 はい、 「もう」 おくりました
 Rồi, tôi đã gửi rồi
 いいえ、まだです。
 Chưa, tôi chưa gửi
 Khi câu trả lời đối với câu hỏi theo mẫu này là câu phủ định thì chúng ta không dùng (Động từ ませんでした). Lý do là vì (Động từ ませんでした) có nghĩa là ai đó đã không làm một việc gì đó trong quá khứ chứ không mang nghĩa là chưa làm việc đó. ",7
Tính từ," Có hai cách dùng tính từ là: dùng làm vị ngữ, dùng để bổ nghĩa cho danh từ.
 Trong tiếng Nhật, tính từ sẽ được biến đổi tùy thuộc theo đặc điểm của câu (thể và thời). Căn cứ vào cách biến đổi đó, người ta chia tính từ thành 2 nhóm từ: tính từ đuôi い và tính từ đuôi　な",8
"Danh từ は Tính từ (~な) 　です
Danh từ は Tính từ (~い) 　です"," Trong mẫu câu tính từ này, từ 「です」 đặt ở cuối câu biểu thị thái độ lịch sự của người nói đối với người nghe. Khi dùng 「です」 ở cuối câu với tính từ đuôi 「な」 thì bỏ 「な」 đi. còn đối với tính từ đuôi 「い」 thì để nguyên 「~い」 
 ワットせんせいはしんせつです。
 Thày Watt tốt bụng.
 ふじさんはたかいです。
 Núi Phú Sĩ thì cao.
 「です」 được dùng trong câu khẳng định và câu không phải thời quá khứ. Tính từ đuôi な 「な」 じゃありません。Thể phủ định của tính từ đuôi な 「な」 です là tính từ đuôi　な bỏ 「な」 じゃありません。
 あそこはしずかじゃありません
 Chỗ kia thì không yên tĩnh. 
 Tính từ đuôi い（～い）ですー＞くないです。 Thể phủ định của tính từ đuôi い được tạo bằng cách thay đuôi 「い」 bằng 「くないです」 
 このほんはおもしろくないです。
 Quyển sách này không hay. 
 Thể phủ định của 「いいです」 là 「よくないです」 。Cách tạo thành thể nghi vấn của câu tính từ cũng tương tự như câu danh từ và động từ. Khi trả lời thì lặp lại tính từ dùng trong câu nghi vấn. Không dùng 「そうです」 và 「そうじゃありません」 để trả lời.
 ぺキンはさむいですか。
 Bắc Kinh có lạnh không?
 はい、さむいです。
 Có, có lạnh.
 びわこのみずはきれいですか。
 Nước Hồ Biwa có sạch không?
 いいえ、きれいじゃありません
 Không, không sạch.",8
"Tính từ (~な) + な + Danh từ
Tính từ (~い) + い+ Danh từ"""," Tính từ được đặt trước danh từ để bổ nghĩa cho danh từ. Đối với tính từ đuôi な thì để ở dạng có な trước danh từ.
 ワット先生はしんせつな先生です。
 Thầy Watt là thầy giáo tốt bụng.
 ふじさんはたかいやまです。
 Núi Phú Sĩ là núi cao.",8
とても/あまり," 「とても」 và 「あまり」 là những phó từ biểu thị mức độ. Khi làm chức năng bổ nghĩa cho tính từ thì chúng được đặt trước tính từ
 「とても」 có nghĩa là rất được dùng trong câu khẳng định. 
 「あまり」 được dùng trong câu phủ định có nghĩa là không ~ lắm
 これはとてもゆうめいなえいがです。
 Đây là bộ phim rất nổi tiếng.
 さくらだいがくはあまりゆうめいなだいがくじゃありません。
 Trường đại học Sakura không phải là trường nổi tiếng lắm.",8
Danh từ　は　どうですか," Mẫu câu này dùng để hỏi về ấn tượng, ý kiến hoặc cảm tưởng của một ai đó về một việc gì đã làm, về một địa điểm đã đến hay về một người đã gặp.
 にほんのせいかつはどうですか。
 Cuộc sống của anh/chị ở Nhật thế nào?
 たのしいです。
 Vui. ",8
Danh từ 1　はどんな　Danh từ 2　ですか," Mẫu câu này dùng khi người nói muốn người nghe mô tả hoặc giải thích về đối tượng trong Danh từ 1, Danh từ 2 chỉ phạm trù mà danh từ 1 thuộc về. 「どんな」 luôn được đặt trước danh từ.
 ならはどんなまちですか。
 Nara là thành phố như thế nào?
 ふろいまちです。
 Là thành phố cổ.",8
Câu 1 が Câu 2," 「が」 là trợ từ nối tiếp và có nghĩa là nhưng. Khi dùng 「が」 để nối hai câu (mệnh đề) thì chúng ta được một câu.
 にほんのたべものはおいしいですがたかいです。
 Món ăn ở Nhật ngon nhưng đắt.",8
どれ," Mẫu câu này được dùng khi người nói muốn yêu cầu người nghe xác định một vật nào đó trong một nhóm từ hai vật trở lên.
 ミラーさんのからはどれですか。
 Cái ô của anh Miller là cái nào?
 あのあおいかさです。
 Là cái màu xanh da trời kia. ",8
"Danh từ があります/わかります
Danh từ がすきです/きらいです/じょうずです/へたです"," Đối với những ngoại động từ có bổ ngữ thì về nguyên tắc chúng ta đặt trợ từ 「を」 để biểu thị bổ ngữ đó. Thế nhưng đối với các động từ 「あります」 và 「わかります」 thì chúng ta dùng trợ từ 「が」 để biểu thị đối tượng (bổ ngữ).
 Ngoài ra, những tính từ như 「すきです」  「きらいです」  「じょうずです」  「へたです」 thì cần thiết phải có đối tượng, nên đối với những đối tượng này thì chúng ta cũng dùng 「が」 để biểu thị. Những động từ và tính từ có dùng trợ từ 「が」 để biểu thị đối tượng (bổ ngữ) thường là những từ chỉ sở thích, ham muốn, năng lực, sở hữu... vv
 わたしはイタリアのりょうりがすきです
 Tôi thích món ăn Ý.
 わたしは日本語がわかります。
 Tôi hiểu tiếng Nhật.
 わたしはくるまがあります。
 Tôi có một cái xe ô tô.",9
どんな Danh từ," Ngoài cách dùng như đã học ở bài 8, chúng ta còn có thể dùng 「どんな」 để hỏi tên cụ thể của một vật hay một việc nào đó ở trong một phạm trù rộng hơn.
 どんなスポーツがすきますか。
 Anh/chị thích môn thể thao nào?
 サッカーがすきです。
 Tôi thích môn bóng đá.",9
Danh từ 1 +は+Danh từ 2+ より+Tính từ+です," Đây là cách nói so sánh lấy từ danh từ 2 làm chuẩn để nói về tính chất hoặc trạng thái của danh từ 1
 この車はあの車よりおおきいです。
 Xe ô tô này lớn hơn xe ô tô kia",12
